address,airdrop_dog,addr_type,funded_txo_count,receive_count
bc1pmdrkcw36amvratpqkw599nggeknk0gvw87dz2apcfgqx7fws7xvq9t0z4z,889806.0,p2tr,8,1
bc1pmel2e05ud9jkfk87qdnrn3eyv6sch0yr8ufvegrjr84k8e3w39msjcqhwa,889806.0,p2tr,6,1
bc1pmem4m88xwl9eyh6qwfyhpury97y3cy2rr3xd8q9vp8djwqfpj3hsp7nc9x,889806.0,p2tr,27,1
bc1pmf0m3p0kpdgqgx50xurm8pat7qks4hpvyctlps6p5sv2nqhswmls20q2js,889806.0,p2tr,12,1
bc1pmf9u6gxvy0ppmp7ytqnnj0rmav03geup69fsan3my4ftjxzdk2js73vk6a,889806.0,p2tr,10,1
bc1pmfadg4cpfrukry0cdr2n4nm9pdhpnt6dztvlxhgr69az7p8nmr5qdwgzua,889806.0,p2tr,4,1
bc1pmfd8g2zrcqqlrsmu3nxn6summ89trm3j0z5gtf7kxmu0ahdm4u7qk9xq9k,889806.0,p2tr,128,1
bc1pmffq6rp02th2tmjax5d2zn3azeulyxg7ljcshdt3mr8zjn7usm7sp4hfp4,889806.0,p2tr,10,1
bc1pmfgavzs0zxgmmz2qwkshkymq6aldg9xw68cdfd6vlqj2ayret9qs8z839u,889806.0,p2tr,18,1
bc1pmfs4t2j093zn8pgqjrgkcfjwh4rr0n3r2fxlu8654w33vkw7rfqsegwdda,889806.0,p2tr,9,1
bc1pmfxfw52lanaqe6426az7exnpfckwvsxxs0hdwegntdzw7gzfw03qpngkcv,889806.0,p2tr,82,1
bc1pmfy48nms8gvd3s9djacpcm6fyj9n978a5a0u757u03lg3m6e806s32g373,889806.0,p2tr,8,1
bc1pmgjsx2e776kj7s88u574m0avvltttgr7lzhh4d3lc64d9ah3jgzquk9err,889806.0,p2tr,10,1
bc1pmgpd8e74c8aznqunhf8qspxdya2vpekwtt9u9278fwsf6g4mlk4qnvf9rf,889806.0,p2tr,9,1
bc1pmguanzfjdhakstm606cljuekenl8al2tzdj8kjqnjgxv98wczz5qqsnugg,889806.0,p2tr,9,1
bc1pmh4urzc5hlq7sdtadj56mu68cppa0w2scsh5pku924cc0kgveufqadf5hr,889806.0,p2tr,46,1
bc1pmh59fy7s5pjldwhvvynfe2rvxku0m7aua5pd5ctluan309mfmd9q3w559v,889806.0,p2tr,22,1
bc1pmh96vpr5zzatgsw39hatgcm0tzkkcry4wuutc8az6mjlu3n6zsms2a0hmr,889806.0,p2tr,16,1
bc1pmhmvjjx3qywnggkx96uvp6qd8u4sp5rwgaqqkvvjc7nvsw4dg5rqm84vdw,889806.0,p2tr,10,1
bc1pmj30fsymy22gn9qu3kc8lfsypcmhunfzzwu2l35cs9jmmx3xupjqkkv9cv,889806.0,p2tr,19,1
bc1pmj8fu3ldyx3wmk96mvlqn9cky7pyuclntfa09h46fe88n8ghrrpsegm66t,889806.0,p2tr,13,1
bc1pmjcvav453m7y7v7x63ep3qsfe5wud5m8pax8s9adlrc4drm9f7ws62a9d3,889806.0,p2tr,664,1
bc1pmjdnkavcg2cyf7lvkud50jx03eksq92h68qy9806eptv70a6fymshtzj2f,889806.0,p2tr,25,1
bc1pmjfwxevspscndav0h3d3ss2zavjae8ugdt4w23lk9rcfv9xtcveskz4h03,889806.0,p2tr,25,1
bc1pmjrqaz9mlrre7vmj8aezj9fhp92mz8jdjysfl25ce6zdg4y4pg7slty4vn,889806.0,p2tr,12,1
bc1pmjuszytqtwqdu5tm0yuuk2qhrnqmfyurpazmzfqwku8l3ah3t5qsxd9mr9,889806.0,p2tr,12,1
bc1pmjxfuycfwp9rl6jkm37s2mjh8tdt4hjhh2kathw2c2r2e762pgzqelff4n,889806.0,p2tr,10,1
bc1pmkh02r6n2np0wsnyakesm0tfwzgavlw9qucj7q5l9puevry78ads0axh6u,889806.0,p2tr,91,1
bc1pmkp4rj58cg08wxjdtcekf5wtg3ukp57q8sj20ygwvv9ct7sl0peqsnhv54,889806.0,p2tr,23,1
bc1pml57xq0mzm7jrft6fqmznm8t6pvl9wdq5tp0msjl9gpmnpwec2vs2kvcke,889806.0,p2tr,15,1
bc1pml9t6y8s8kstyr6pmn6zrc24wp4gv92ath60nakchuyr3tph4ngsg9r9ea,889806.0,p2tr,12,1
bc1pmleawdjagxl8lytv4m8aqecpgwqmx7wupw43d9vx5n0njsrevapquv4877,889806.0,p2tr,10,1
bc1pmlg7nhgck44h5kfyzuyakcrj4dqgvy3qur3rdpguxy77qkg0taasvctmu7,889806.0,p2tr,11,1
bc1pmlmzgt8gaufama28kda8622hv4wywxvhzdqmn7y7vw7dgq3a28rqhu9xqs,889806.0,p2tr,15,1
bc1pmlvzyp4h8ygj7z2xjgl9frp7eml8c7g40clstg7v804jk5d2mq2qjuqfsh,889806.0,p2tr,8,1
bc1pmm2vk6cc3yqlw8mucnmutnpcvkwy88tpctuzp6m3xswzgp028wfs5c9ufw,889806.0,p2tr,11,1
bc1pmm4ehc3u5269n4tr6np459jfyfyw3zma4dz33skv7em6xs0d2vts63whyx,889806.0,p2tr,10,1
bc1pmm5qxdly0at47w4pr6u6nssvl3c0wh85lej0ttv5cyk2uygur9hs6228hf,889806.0,p2tr,13,1
bc1pmmxlhs8kk49vgv649a5vnljd5kmjkwnf5fxu6lnh5p3qk3v4r8tsjfnglz,889806.0,p2tr,9,1
bc1pmncfc7t8drddvtcs5wuq00uxtffkt9rhv02ze4weytzvtpq29qhsrk09z8,889806.0,p2tr,10,1
bc1pmncpdsn6zk4xq9nmtg9uyhljdr24phe4x0af28f7556crl3tl8lq627kfk,889806.0,p2tr,7,1
bc1pmncpy7r0lrntfrv5sghkn4x4vv6v075vah788hhdmnn9kd8sm6ysx65sjj,889806.0,p2tr,12,1
bc1pmngst45cg48dj0jwvz0wl7a22su8n0a4x4nqn36vtx5vykxrezgs302llm,889806.0,p2tr,8,1
bc1pmnls3gw2q672762kmn30znknznl5nmcdpf6kgx6sn6adjnxhp3hq65rxl0,889806.0,p2tr,16,1
bc1pmnqhc0ce37u7djt74kzpdqy0z78k30ltvce87uluc9sktn86wu4q9e88tj,889806.0,p2tr,16,1
bc1pmnv4lmvd5fr76hw948fg8snpcg3wzd3d2aqz7tlr8vawhtl26ulq7ycgzl,889806.0,p2tr,8,1
bc1pmp45t0hc0h9gfwmal2vd3hpu7nka3w9v74sa2zmys46hnccwus6s2jw2al,889806.0,p2tr,16,1
bc1pmp5926sz9yrzuueh459c8rfgzk23f7h7t9j87797rqkp0euxsxtsuj9hv5,889806.0,p2tr,10,1
bc1pmp5ee89ngcvkvcw3syd6lx38qt4tsv7p86wdldhrmkl9pdqhgd7syg44rj,889806.0,p2tr,22,1
bc1pmp824qg82p456rtuc5fuftvna5pjv225xtj8g374sqgzeyd9hw8qslfy28,889806.0,p2tr,14,1
bc1pmpcx25sd8rfzu5x82vfun6mm62qqzsyx0qxfssjhfj8pnlhgzr2sl8hk43,889806.0,p2tr,9,1
bc1pmpfl90thyfdu5rusxrpwarfly9n0a2yvtmt8suzr7kdtlf9uv6vqmw7fh4,889806.0,p2tr,25,1
bc1pmpm5tlf2233meym08347hc9klaffkmm9wd5ts8ee5j0c663qtvys3360vt,889806.0,p2tr,25,1
bc1pmpsc34tsxz3073x3uhdyex5vmxumxx3k932xt5pc0kfg4te5hk9qd4rems,889806.0,p2tr,8,1
bc1pmq2ps9fdlqdcsdcqxct275crvule6ad0p7qnhhk38f9y77dgp9zs0yx8gw,889806.0,p2tr,37,1
bc1pmq5s0km637w4m9nt7j3khhcwfcketdqncw732dnne4e2a70q038scg9svx,889806.0,p2tr,15,1
bc1pmq7ntg6l6pkv32qcasu70f0nld2zfdstmdtymzs3kw4d08k55g0sjtnm0v,889806.0,p2tr,12,1
bc1pmq8cemz6zvcmc53exgt3f0659wy7x324pqkewkyww4qyrc9dc3ksxsc25p,889806.0,p2tr,23,1
bc1pmqa67g5mt4rag7ky0lep9kx4c6kjmaqaa4kshfrcswnnlxxtnthsmck3rn,889806.0,p2tr,10,1
bc1pmqfre4ndjjeq3apt4ydc2jyg5g0rvdf3dqxe3zdrsl3wmam8z2qqgy8kpc,889806.0,p2tr,10,1
bc1pmqjdh0qzjctvte6secwnvarzg8m4wg67g45azqn7yqnmjn4a75aqx3ryxq,889806.0,p2tr,8,1
bc1pmqjzlvsst0443x9wlmevl5hvpzptuwehlpz4l5cat9uu0x0a75asxd6k3q,889806.0,p2tr,12,1
bc1pmr0e7y8wmv9yjqx43vdgqex40qkay48ej0tgdkhx4t3gyc5sx3asyw384v,889806.0,p2tr,9,1
bc1pmr76t7c4f4jkqum4yt7fglkfejgzenp0c7tms8s6exdrrzkktz6qzzu0pf,889806.0,p2tr,9,1
bc1pmrfv4fptnx2p2rkmmd4yzmakd0ddf3jzmyx7z6uw8z4mvyqx40eqclyztx,889806.0,p2tr,9,1
bc1pmrj45khum0qtl8qqk0xdq0h84hj37l86jd4tv7n59mt5y8qsky0qpalc6z,889806.0,p2tr,4,1
bc1pmrpruf8hws0r0a69lp94fank3ajdds6q4ryhwyjrtaa4fef0ygmsfsz4x7,889806.0,p2tr,46,1
bc1pmrunw4lp6r9ttdt87rn3nyvu3pjp7n9vaxq6fzwych4t3unxfhts2dp8ry,889806.0,p2tr,8,1
bc1pmrx8z4ymqq5dcam904hh3dnas6g4l9cx6agcwwpg5fuytcrtdt8qna8mqj,889806.0,p2tr,25,1
bc1pms49zgztdudc38jp0nsjkssg5xxga0ykfeuaf55sgqhzkqj4l24qcmqdnx,889806.0,p2tr,21,1
bc1pms4g0gdhmvpqvd9cnllwalk9ekpxhxr2y5fkpzvfkzdfd23m5alsxpv6c0,889806.0,p2tr,10,1
bc1pms5zm78qjs5nyqmuqfas42cw4eg7sfwzqa5mwv6uslueqe4kfhushmzvy0,889806.0,p2tr,18,1
bc1pmslh4ectsdg6ehnt99e0zerxjmzqchhnxwa05uvr5vvxn5uwwjksy2x8a0,889806.0,p2tr,4,1
bc1pmsq2drqss25r8nh5dfjz5myvr9hl20ha4uvkn698800ca8sdvvsqmm8esc,889806.0,p2tr,18,1
bc1pmsrtdrd5mpzemzp8mh8fh3vk88zwzgx0rz228enznxfgk2txqrasach6k8,889806.0,p2tr,15,1
bc1pmssddpxf5yr9kn0wkx9gce70smhjpzq8m9fppyvr8j0d9n6zs95qxcmvwq,889806.0,p2tr,49,1
bc1pmsv0mkna6ddsh7cdskdv9uvs25322sy0m35fph9xhdg2drztq2vq3jnlfh,889806.0,p2tr,12,1
bc1pmt3n9dssxwp4xd2ry6lp9xt0wxdslvrc8x76ldudx75fsa6naxvsyhkkxn,889806.0,p2tr,4,1
bc1pmtn75z3fd0sdk2096mj747n492lyw7r83ulaq98u3lw49cyphn8q8u69qm,889806.0,p2tr,32,1
bc1pmtpf770x84sesmmyst3u7takvzklzyvfw8qdac3e2z8pwm4cksjqetp82r,889806.0,p2tr,8,1
bc1pmturv3k4z32dkftpl5c8lzgtgmyfhx7fdnazylhe2trt0zkqyw0s8wvcfk,889806.0,p2tr,23,1
bc1pmu53uq5ctxme3ygrkz67ds9dpedlkw3ngr0fkp2zqvy263kv4ctsuupk7g,889806.0,p2tr,9,1
bc1pmurkfhe4r7t83juy0z93jxhuj80g6rwjjpealnlaa7psrag4ketstn4t2q,889806.0,p2tr,10,1
bc1pmuz9l659e3x52qyexxndelfqmkmsppllrt75guzdu04jyvx6zw0qhthjae,889806.0,p2tr,11,1
bc1pmv002syxvq7jy4adq94w76ndpuzqx3nlz6utfwfy73gxqj8h9x2s8dfhvx,889806.0,p2tr,11,1
bc1pmv2v04qwk67j9k5284p754djruzq3mm883fq88evgnslkuaqmnlqrzsenn,889806.0,p2tr,12,1
bc1pmvax46de5n8asehkc2yt8hz8anwzkv9j38eay9xcydgx3cefxdqq74gt0h,889806.0,p2tr,15,1
bc1pmvh3ggags7cxrzvzphuaz9yxa09cfqyd8lnh09lp6ux8fruhvj0s6wywwh,889806.0,p2tr,15,1
bc1pmvkfq9k445naj6rmmgmenhscq64uer4c94du3tac4pwmqnmmtzrqcn5r6x,889806.0,p2tr,13,1
bc1pmvpz24y2fddvv4srxs44suu84dpv2qdws66rcz2upxelah6gl0rszqas5p,889806.0,p2tr,10,1
bc1pmvrxj26s4hdteucnxe4lm90x47h6d4gk5jffe7scgcmt559c3udqhtfc4n,889806.0,p2tr,9,1
bc1pmvx2zj4fzfxqm875e7sk7pvjjtrfmpndz4wjqp3nxc00d2gmsn7q58xutf,889806.0,p2tr,22,1
bc1pmw2r8pptcvncm4g8j57q5rtjyqm2jsqpw5eycnk8tazk03r72s6qwaxdhm,889806.0,p2tr,20,1
bc1pmw2ygs2yrr2l93wlgd74ad43npjy2qzvwylljp32ju9r8666cd8srfu8s5,889806.0,p2tr,183,1
bc1pmw8egrpz9wddfku0d7afdk64htr0z40lk6ysymm7r6sm2kcl7mjsx8nvsf,889806.0,p2tr,31,1
bc1pmw8g3xrh7vna07pl026fqxa2rsqj4m0g04hnm3q4x3davy63kxjs207ftm,889806.0,p2tr,13,1
bc1pmwecs6pmxwnwnny3cszdc3fudlfupp2j5rzx5ttvrl4h304pc6psktzgu6,889806.0,p2tr,12,1
bc1pmwk962qzappxg2z9cs6jxawjd044ddullr4gwsn6gsrrh3g7wj2scs8w6y,889806.0,p2tr,21,1
bc1pmwwk2wn3guj553vlfaxyf9km59k34mggd960wm272n9y346c5kpq6prjzy,889806.0,p2tr,10,1
bc1pmx0wzpx79zfastmzp36s5e9t0pfknzpjsyprvhpq3wred9r5cxvq3maxr7,889806.0,p2tr,12,1
bc1pmx6fja3l9cvw2cpf26tg7fh7fvhun653fdrx4249xetcpahdzzkqc97lgg,889806.0,p2tr,18,1
bc1pmxphsfavs2v5uc94jm2edwsvvpu5js97mg7ldcucwz3xf6xcrglsdwlcqk,889806.0,p2tr,27,1
bc1pmxsvxzm2a0z8u68nnzw5kysxqvjwelhvsde0usddtpe5q4nrva2skzq4c6,889806.0,p2tr,13,1
bc1pmxz4eug3j94a64738a8kmx7az8kgyluxknfupsdzzd6yzu3shweqpksnne,889806.0,p2tr,4,1
bc1pmy8xyf4lvsnxat6e35xe4282lsx5luul6lfeznthyrghn54qfs8s55xx7g,889806.0,p2tr,15,1
bc1pmyr8jr6j2ct4tgnwu5lm4xq3rtuemn3yl2vfxseklhcqr5m79ymqyznpjr,889806.0,p2tr,24,1
bc1pmyszv7qd2pwc3krgq45hqvqq3det9lnaf369edtfcnachcy5qg4q57uky5,889806.0,p2tr,52,1
bc1pmz2z66lzhjrsze28cd7s0c3lvstnw3zajl8t8eyv7es68jxu08hsr4gj4j,889806.0,p2tr,4,1
bc1pmz46mgqmhjsxftmgu4zces77waqnj4520rz3jccjvnruev957tms0v2uqw,889806.0,p2tr,5,1
bc1pmz6vkgcnqwyzspdkmwmv55t27hqu8c6d4nex6lwhzcygx5eyrjxqggxx5m,889806.0,p2tr,16,1
bc1pmz9p7evj52cc8u6aw6xtz9qyuq0m7e65s24j6sdyaz3wyy4plxxqk80g6u,889806.0,p2tr,17,1
bc1pmzgdn8h2jptl0a8agc426nzc25jkn3akgzh6wlvtf8fann9dj6vsn7qutd,889806.0,p2tr,4,1
bc1pmzgxqn27luh6ydgl4u6psv8w2pvyhykeq456p9n98uam5l3nlyysg3vpn8,889806.0,p2tr,12,1
bc1pmzmdljqmmul3ptcadw5lkn2vepqm6wg6xaefqu4jufgz0rzg92xs4nuhgx,889806.0,p2tr,17,1
bc1pmzpx6a7j8dtf6622exezg7c8qp8sh5seg4c2vrhenkhgycfxmu3snaxjke,889806.0,p2tr,14,1
bc1pmzvcjlajuucd6fae5wlwqh5dskzzq6tdwd3fay6680vveacppw0qky9vfp,889806.0,p2tr,236,1
bc1pmzxazdkftje3vzm982ra7gr9mjs2ymq9855snpuee58v5q7pnh8sh6uf09,889806.0,p2tr,9,1
bc1pmzy73fnmtvqcj2e4qf3gst49avjendmzak6whdxlkhxfcwuyvg3q8e2ysw,889806.0,p2tr,24,1
bc1pn0mgwmdwgdp0vz2ltd9hkyzqwpmtsu6942pejn80a2r6r3rhhn9s0z9hcc,889806.0,p2tr,13,1
bc1pn2fwh658pnqmxw6tfw0sm3envma9uvkjw6dmpddes97qapxsa4pqtc4squ,889806.0,p2tr,224,1
bc1pn30h6vsvsztmpqjhe2tf6c27r2m6xzv4ueg4d3ph042cl9hyparqful7qk,889806.0,p2tr,14,1
bc1pn32c345vtat6lrkp80hg3lyd0sct08pjaaeqdt3r6u84p0cvv6jq2k4n95,889806.0,p2tr,18,1
bc1pn35j3spx40dn2hrupcpdgr6z39fc9scn8jz6u50ptxuzpzzpu0zsj9fm97,889806.0,p2tr,11,1
bc1pn38cqhacemwq65dew4nnrthvy7frftrw8amr7dmvp8zvuaxex4qqd8tk7p,889806.0,p2tr,18,1
bc1pn3dufq83ak5zw6p2whxsupprv7ds47kwm5693uk5hrdu4yfnyxjqec2pgr,889806.0,p2tr,9,1
bc1pn3fy2t0rvt6267gufy7xa5yfvc39sg2fgusp5n0vuyzplkf7p4mq09r9vj,889806.0,p2tr,13,1
bc1pn3wfd5mlhtu4e4pns99wvffnwctkw8jjx4ut6y7mh2y8h4rcdp6s4um78e,889806.0,p2tr,4,1
bc1pn4396ew2l0fteuvh0u6lhtv0lpkwjwefhv89hry8dclkvfdqyjhsmsuwwl,889806.0,p2tr,9,1
bc1pn4ecml765cwvqazyfrje94vxljhp9sg28a0j8jecjvxykjx0v58q73xh89,889806.0,p2tr,4,1
bc1pn4gk5yshsm9xp3x437sm3q9m6mmm9qnwdr76p8uycneqyzpj4xmq5daxum,889806.0,p2tr,4,1
bc1pn4jhtl2u68are4n6ryqzyrvv4j96dxz4clt970zwftj9czq8fumqc7l5hn,889806.0,p2tr,13,1
bc1pn50ml3n4uhjgr02l8ucphvk5ujc7sf42tu0nxj3g8f7x25jjsk3q8gvl3a,889806.0,p2tr,4,1
bc1pn55dh8hs62mv308n8klp93v4dt9evk0xwv7x8tp32z46mmgwzkysj850cv,889806.0,p2tr,7,1
bc1pn56m8g4xw3hnvku2jvxtydj6uf5x3439skaluqrgqcyahqs2c26qur06am,889806.0,p2tr,4,1
bc1pn57m4xr6ued75aywrjndnnwljkt8dfclkdshemk9gw3mdx3whl2sxezs82,889806.0,p2tr,9,1
bc1pn58328e59ylwj72q8exm06nk0lw9k4003k6mwqzqaht37t7e2geqgty3kk,889806.0,p2tr,4,1
bc1pn58xzy7lrwr9y88as90qcl5nsehrdakr5v30krpwvc3cet8uga2s96mm23,889806.0,p2tr,4,1
bc1pn59u6slcvedhvlzcatqk8mlmdxsfm2ghzulfcszjtgn7wlzmlmnqvkdj5g,889806.0,p2tr,8,1
bc1pn60jrjmhvatvhnrwgk8k2mgsmsyj0fvh2zsr8y6sujvzm0mehxas93z5f3,889806.0,p2tr,145,1
bc1pn76v4qgq9zju2w44pl8jprqdrsuda0amx7pux4pnm3qgqzz054wsyr9f3u,889806.0,p2tr,9,1
bc1pn79m0clgud856ulpskgquxl4h2ygsj6tursam46hpc4ccrs3ppfqangg4r,889806.0,p2tr,13,1
bc1pn7d9ekfuwgcj45937vdq4zpmyjp6qxycnt40ychmjgannl3uh5gqu2pwa2,889806.0,p2tr,18,1
bc1pn7t64s4e2ksrwn0z2k72j8xmfm8h7addkhfuexpnv25a8c0uvh2qt5c6d3,889806.0,p2tr,13,1
bc1pn7wsy8s3c3e6h775drv5anr4cqnm77vzckvc2kne9f5fmafua68qcm92za,889806.0,p2tr,67,1
bc1pn7yfcy8aw96me9v230rl083ewzqlfkhw9m8uqge9wmswlgf070cq4k55xy,889806.0,p2tr,4,1
bc1pn83jqumpy7v0f90udnyepkty8lrsp9d0w6zjv5pw8yys7eccer6qwj957v,889806.0,p2tr,10,1
bc1pn847uy9pwrgmjmeez8len02a08akuce0vcv2hc9rqmhnc2st9gxqjpsmcg,889806.0,p2tr,10,1
bc1pn87kr7ev3gvrhcfzqhr5e774c6jcf30tgs6kkxca2gh4j0e62w0s6xqw4y,889806.0,p2tr,11,1
bc1pn8anyrn7dxkeejgzgn7yx5cx3sh35ujdw6e2mt53m3mg2q8w46gq456d6u,889806.0,p2tr,31,1
bc1pn8k90u9pqwe3vuun0ds67v7us9kfwraz2q8cp0waglazs3gj8x7q6hgzph,889806.0,p2tr,9,1
bc1pn8qzyekal6d2luyuwsddmjf7pv2a4ey6qzq0wgh0cuae4hyk40lss4a4ws,889806.0,p2tr,15,1
bc1pn8v0lquynvmv6xdvzs5g7hwjnxj4dz9hl53ax7pg5w5ycqql2tcqkcahdp,889806.0,p2tr,13,1
bc1pn8x9ggsmav7kg066unlkmqmyhl3fwf044kke8nf6ntsfysfyku6q8s5m7e,889806.0,p2tr,11,1
bc1pn8xalajf2s6yuxkf34lt6rs4zdljydh92hyh7uh5ym500thas7qsjygrmd,889806.0,p2tr,16,1
bc1pn8ylwtpcnfk9q8stys4em3j9fl8y8r8zvxyeeclflvjfdzhc6e8sw340mq,889806.0,p2tr,10,1
bc1pn988k2pvl64gr0n08glxmq9e7kcuecrdauaccqt4x63z8qd2m2usc6hj0t,889806.0,p2tr,8,1
bc1pn9gphufdz3f0c26zlrwsyyxvwr5f8ayc7jgvfjzkec8wrfz3w0ts0q64kz,889806.0,p2tr,7,1
bc1pn9k7s39t08mfras2zsshn6jqyt85auwjx4klgjauduhgjn62xvnsp9enck,889806.0,p2tr,12,1
bc1pn9ntzkvltut8ar38z7pnn2crjd5sw483evper8j5tktep5eyjaksa3mayv,889806.0,p2tr,7,1
bc1pn9pak6pc0l9275ua8rztqz7cuhxke3r70k05rmllz9s66sxslnzsrfgr2l,889806.0,p2tr,12,1
bc1pna2zg8s0g0w69art7nltjlytn2n8p2n7jvlp0t7xujh53px4jqaqa7ag9r,889806.0,p2tr,4,1
bc1pnadpudprswkfa2njgpus7nkcatyatnv0n3rr7ufyzzc0033mcztqe4sztv,889806.0,p2tr,27,1
bc1pnagc2l25u970rvsusautgm2c698pul687kzm535jlzzd7axkeylq8wm488,889806.0,p2tr,16,1
bc1pnah44egu7ffehch2h0gr2cw0l6l7xvl2fdusjen6sz2m5mtg6y9qvahsw4,889806.0,p2tr,143,1
bc1pnalntd6zjl2m4ku9y2mrcn5ejfhzmv2w8uc9vzz9ts6dj4fksqkqh4yw7v,889806.0,p2tr,9,1
bc1pnas2fpq70zxdqfk7g7ljw3ntkwc48t739jmq99lu8757l4clcttqyy6hpq,889806.0,p2tr,8,1
bc1pnaxnfhqe4hqzfcp2mqndrfyevglz6g90rlvqdcut6v7wt5q088ssws93ph,889806.0,p2tr,12,1
bc1pnc4x7q6fym6g6wtgqslhv2j874tu73rwep78fwmvy3zpyps8vxjqjh5tt4,889806.0,p2tr,25,1
bc1pnc73aug5f9qt92ua9xw8zq7yyg90t7fj93ec27ht95p6vt5scyzq3775hs,889806.0,p2tr,11,1
bc1pnc8yvz2l6ktkaaw6f9n8sjkqnnujayrjd5jjvk65ltzyr8f973eqg7rzez,889806.0,p2tr,24,1
bc1pez342y7ckfsz44apvmtvdawm3s2t03ghnyxn9050kj4z8pugf66scjjncx,889806.0,p2tr,35,1
bc1pez8vahu3smts8jt8h8t8appza5zu5g97v7pzj0zwejxqpd7clkeswk6rej,889806.0,p2tr,32,1
bc1pezcpdyszazm37r6metdhpjcyx9et6c4r0xm62u58yy42ye3t2jdsy66lkp,889806.0,p2tr,49,1
bc1pezdg29mzfxx4rm9hpucxuhyv7cqtkgtzjf32n4p0n7v3ehr926dqwgnuyc,889806.0,p2tr,11,1
bc1pezk6emru9u66uz3k5rce4agkrn9hh6grz6w2g5tguzkvd0vx04lqz04dk4,889806.0,p2tr,9,1
bc1pezxcptewgr8s597qp8vn6esanw3pf4jnenuq283zxpn0cypnnzhqys7s6t,889806.0,p2tr,13,1
bc1pf03spgmttsecn0uwygj2rtsgnp3gxqz5qhllkrp4r6yxz8nml6psu78vcr,889806.0,p2tr,9,1
bc1pf25mufhgz54cs7wwr8l3pfevvjc9wnll4zfuypv5ruqfu68zjd2q968zwd,889806.0,p2tr,13,1
bc1pf27w9eqd08k7utcg8jqe0k20wjarpc858zjk0jn2ssxx5zhec9dqaur5xj,889806.0,p2tr,9,1
bc1pf2rxs2eaxhmcnh9cn8t9st9l2z8mkgr7fpqahx0tpvuk7eetd7qqysmxdq,889806.0,p2tr,60,1
bc1pf2wk9u3quuhlwymsle6xvu2ewcm9qzzkz3ntphw9fuqfdfxrjmfsqn00ra,889806.0,p2tr,10,1
bc1pf32mqy3dpqm0qsjpg04hkj86qhteq6kvf5s0439mgwtjvv4c3u4q05l5ye,889806.0,p2tr,9,1
bc1pf3eh7dyd2dv40n853ee5hdjum6x9ukjsv6t2lla9kn8wpus53yaqukc0wq,889806.0,p2tr,13,1
bc1pf3f00n5p6zj4d09dx35rmjjjyphvhlkj9jj269ju6z8mqlfs7t0s5esnum,889806.0,p2tr,13,1
bc1pf3jh4kp709qxxkp2wcz9s7yz0hn7pa5vzyzkd77yj3ej6ecaeupsn65lry,889806.0,p2tr,10,1
bc1pf3mxd4cp5yww0p0rg2660ue8qzdu64vs0fjpxpg3fjg6fa0zlauqau85rf,889806.0,p2tr,12,1
bc1pf3rhjx7uxdl95xzvt2dlmp7qxagsmm6s7cq6n43xkn56d9kecg9qcvaf3d,889806.0,p2tr,8,1
bc1pf3s3s6kkr845wp69uxu9c7zyls6z337gcnrvqtztuft4kec7szsqmpgghp,889806.0,p2tr,17,1
bc1pf3tmfmp0e6hwnmfhsjw8hr7ua69f3yhwlx850dq002xngrf3dh5qqwuld3,889806.0,p2tr,16,1
bc1pf3uxwtcghak5l2uv56zae4auja4je3jjqyvkf7hfvf3m3jdawr6qzdsy07,889806.0,p2tr,9,1
bc1pf3vxglzt0q2nfgwcfkmx02ayxlprfzjf90ulshvfjka6p8gjps0qzh3su4,889806.0,p2tr,5,1
bc1pf3wmvnxmvdrhnlx05vyvls7phpnhxrrneuue62w0vdppkhm82v9qxncvu9,889806.0,p2tr,9,1
bc1pf3z9l0vy0yk2x9wr9hvv640zdg7989nmnvfvf3y4g5z3d7n0teeqapml8u,889806.0,p2tr,16,1
bc1pf4aztvd4vuthszx22j88mlj8ezg53rxlh8yaa9hsvn8jszp2r80s2uw83q,889806.0,p2tr,37,1
bc1pf4d3rzltp6gqccn57n567dapu2vlvdfhxuusjmv7kjdwq3s5xaeqaj2d04,889806.0,p2tr,5,1
bc1pf4el3c28h7qes2vczrcdzvrgtj0pfh608t0ck3t8tkcn0xkpdkmq772rfp,889806.0,p2tr,21,1
bc1pf4hva3hteeyj67yryq47ukhc02c0tsej8uzs2kvxjg8t2ckvx0ssn2accs,889806.0,p2tr,4,1
bc1pf4m8hm34pwwl35nw4jf7pr2wtxm8hp4p6p5aqhudjwdek6vzxcesclepfq,889806.0,p2tr,12,1
bc1pf4nwy7gtju4l2u4dwtrw6wf6p57zgawlrlp67nr6d0n8vxyx4mvslew6mp,889806.0,p2tr,25,1
bc1pf4pgj4r9ru7ar32h9fuekkvqcmhk4vh80n762ywxrdydzj525lysxr38t3,889806.0,p2tr,19,1
bc1pf4xkrjgglvkvu678ncc2x0suc67jv8u9gatqx3ep6shtmntm5jvq6cxawv,889806.0,p2tr,12,1
bc1pf4y353lecsze3qs2h8qnvzzdc799ugqqaag0qc3etezyqyj9447qazrhsj,889806.0,p2tr,8,1
bc1pf4yj9s809jevxaep3ww902h3r3tammrzs4f706l2dmpljxw6mqsqf49us7,889806.0,p2tr,63,1
bc1pf5acl793kcv7lau7fha8pqxek909kywfnvv5n84p20pdkgk6nd6sn2wp0f,889806.0,p2tr,8,1
bc1pf5cuvsf6vvp370mrjk4hxzgfc5znj4revmc8xqsz08q7q9nzet6sey38r8,889806.0,p2tr,23,1
