address,airdrop_amount_dog,first_receive_block,first_receive_time,receive_count
bc1pg6zwdzym6xzzm8kwct3w9hpyjacjzrz43g5ezc7063pn8dfjk0tszluxqs,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pg7402ry2e6njvsvmgdz39gfdfjwkmg9vay4j5gepw5eap554d3pqhpuvds,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pg8hm8uf4fepm3zlc4kr305yrw9zytd7x68kxp0962a66szffanjsue2auw,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pg96y0sdzm9w6f6djk5c35xqat4peuseqlnr3d05ghtf32xccpm8qzu6cjx,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pga0ejfe3qfpkx0x07s879yrrrpdj9zrcs3y58aawfs7l27wvu2fq9keryy,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pggdyfn269l39azyu4vne9vata0r96f9thqzadv2ze7ktsadjx2mqaqatwe,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pghur3sd52v4h0hz8n627x8kd3jxdv76tym7tcx78e7pk3w8cysvs0as5y2,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pgkap7lpl93hc6hzqv0rh6ve5h8cz4halptspgk3y6h28vqp780qs3pdx2e,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pglt90kpvy5jd50lq39zcff4lljt0f0l242w8lp8sg49mwqhcmpcqjda7n5,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pgud3r5u7vkhh290euhmg685xwmwp56wjytpae9hvnzezkfjhtjmq654cxy,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pgudqzlgmgmm2yh56dz9yh5cmvwa0knexhrs9vjavhz8a8zq0f8fqkal05u,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pgvw3p78xanus5q6zkqpk7wq0rsugwl0j9ckwz62zzzl6rma4jr9sasp54k,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pgvyue7upmur5jvfg4xj73eaq6cqmd25kaphz90rqnu45kzpjlxpq44yzda,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pgyll5sx5lu6k233yhcxql5rcgv4xmm566v6c6s8ynu8c9ma5wvgqu0vg5n,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph275n82pkla2vc70ts50yz5uzulp44neqt3k3y05e2avams8wq8s6vmp4x,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph3jq8wdrcpgvp68ngjezqx3qy3d87cg83nvxhm284jylrz8kajxs8anctz,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph3tfvppq2a40nerwrj9hlh20k2ya9mlt069qslu98kdyen25n95sj25pt7,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph4f6832gmy0ad7jwj5h9x6utezzdz634tc9gfm2098eqjfg059mqaclk4q,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph5e9dcs6x2fppymzrs66gq90gsdrst08ulvlc7fqedhyfkru629qj5t0qs,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph5f0wpghpn54l998llqqt0v74jtm3hkph8q4sg0m53dy5gh4umhsr4xtr8,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph63svfff84ztdlu8a42edhpyul3mqx58q72j4lg6c9m45ajz55rqdqyzqk,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph67gx6e5kv0e7xx3348aclpvgs6n7p6qzytmfzlavxvmzue4x7tq54f2x3,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ph7ja3zjk05dr3zmgmcuc7nspwwn76s42x75kkfnjwwvm0xc8uansa8826c,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phcqa67fpfphg6lqdw243ewyl2h9z9954ms93ls24qlhda90wnljqadx2ua,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phd9y7s6al74jlq04jtawlm5xgzjfmh2hjuthncg8egxwng8kk83s9lgkfu,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phg2ervpnctkcqc83cfnygnz3q7hnhaufc74r0v0heakjwyafm09svts0z3,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phg75574qnkcrgqhjzn5nx4w92c3f8z0x688w8ey25katg4ydk06qls9nxs,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phgplmchst9f8hntll6v807cclc44ggh8d8kaeqspxftsx7ycn8vsajsftk,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phj02t90r55tvlt9r227m5hqtqrff5r4nn7e5pdu02d7q4ujqpsvqzx0s4q,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phkplmtgmr393a0n2jyjnlcrjpsa0wh0uvcck80wzuq6uq52ux99sg95wyq,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phlxld4kzkhhulr8darw8knexltsfkjgte8w9lvvqn82s5xcppvmsj0aw5d,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phn9cjh3law5e2l43vgq6qt86067yfcty8v4n07dmy8jm0r4ddmfqm6jwf5,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phnlyq2ha2dcylrq3es43r8c9lpuufsrcrf8jzk0z7h6vgyljehrs2xzjae,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phr4f9ju3ladysxzay7afh3rgzfpxf3whkwmax7kvu9rs4vrhx5dsegzwg9,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phtm3axyfyd8fmm64psz7ten5jdn9l769wy5g7y2f3mrg5xavqv9s3eqgmg,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phue2mgh3r6yusxzscxjaltsc80ll67uynp8jsckvtk8gg0mwkdysdt3yd5,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phut6ttwq092fp8470g0ezvzty8mfa66tymhnf2s6jptgccf8fmes26v53t,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phwsh7990yfk0yd8ugel4ah6etsqn65wsgcsmz0plxyxr38v5ynws4pmkq3,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phx8yr8lxqqydu9z940u69mqprm2jw7ashxvn9xgxpevkyz02zuwqh64v72,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phz8amzvfmpadggj2ph98ny96224qeuyx2auu4zmznzefxeh58r7skl4wym,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1phzdg03zuvx0yxzynujw9c9ea40f4vrps5a3lcph0mamw0wkwylxs4damnf,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj362f0lt6ajef39hsryccl7ht0gvcu39am79v4apdvvwc6ypq2nq6d7yrp,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj4we05xad65smmmlppp0pemjysm3l8tz2eazvstchjrr3sna7jqq336way,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj52xcme8eh9d4nqh8y5s0a34hwz44yk7wjv66dywyhd57vxgczksqefxag,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj5pa8ygvx92mc9y0klewudm0f9x6s5hly8rkxerx6cg5qecyrdjq2awthp,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj5tnn374nwj28xhwtcafgsf2g7fjq705c3g53wga3gmn30zetlyq4dd9ar,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj6t6n8k7h6xx4032ga6gtl6jlnqrcxkwtt6e5uwu9tvln7peht0stvhquc,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj7ra76fz2j9ljkkur7swrm3v6vcrh6rxm53mu0ecp3sna85gje2qw262vr,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj8m6qfu6n8l2eqcl0k7zx5480wty84yx60axs0zzqwtexqu403nskc09sm,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pj9c7vza842k075jd9lskfdvzmllldx5z03z382gjkqsjcq8rr5hs4qr2l0,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjcy9z4qcccmpdrku0xs0memudkrq4ku506wdlntresn0wywer52symcx8s,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjevffzjtqxsre3ev5sj7ea56d9txxqsxmx7mp3kugmrgl0aucjfsl2ae0y,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjfu7fvfd7z9h2gf707dftsn470xptkwdcc7la5peeu5ny6c7pc2qsr29q9,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjhavulmmf4y8wvs2qdelfzfx8ldptdxyxa5jvqtpnmlq2v4sdqess8r6j5,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjhhaxsdgdxkf52xk239s8w3flj0zfan0zft3wpwgl9euedn0lkcq7j7jza,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjhmk3m35eg9mmr25wzn07l0yenp04lu8m4hcfsjknd5u3hkpuuxqgmaaat,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjkeaus4xz8jc9yu7qwwxs78xl4u2znyn8mj3kny0zsfeu7yezj6qkvg9lg,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjp7jxy45xapdun7upzzkk7g0s7dn4utjp55e4muc9vns5z06axnqd85es4,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjrmmprvhasa53grg2h7wyn7359dxak7uakfntcqv0q4v8sxtw9nqnaq3yq,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjscqlf9tnrcud0dfxxkuy9t6jjel7urzez907stjze5aanvsz42qu93uak,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjtkk5auma39emh704j9pwsewwj23l8tfgkd9jj0vhsxjpsfdmsgq880ftq,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjx6cclef47auxculef4npnmeqdnulcjy0qymfpde8whjeagjtl3saadllk,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pjzjtyaghyj6wv05hx7r2k8hkh4gsltvau240skqlw2x780g09d2qax5lxf,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkaq24x3fhv7tppfj9zqpxtrws96cxj09lpnnl98ncpc5lehgjx3qxrgyr9,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkcghagtge54setv5w48s29ejxmrxy44mqteds7n07vp398jfa0lssmrwr9,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkdhjlhq46sk26rhtnrrt9g2t4jxgzsyrgpf95est90tv5myz7jcsfsx26m,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkdu3vghrtsknls26cax0qpg2saj5m4u30d3m7atrdmspwh6426vq3pkc5u,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkkvxjm8j38x57hcvg4vma4vlt2xh85k6tdn422d683fye6e6an9qe5auu8,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkmw8ufg96se6fpkpgtttceu8z3gqv04fhztkjav7l4td0qqrfsfqpay9qg,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkn4dl45xy2e72v29wa6e7lyscmwhmkwpgp7zg9cvegmpstrp0t3q2zmdw5,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkpn0gpver4uk9c295zfkn4wm3x0lwfqhz9hgrzj7kkx6c9yghygqx63wqh,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkr4dzd0wh60xhyn4rux3j3el9uxze4rj0nqf4y0kusmk5tkypzwqpc4trc,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pksf8n20parwpaa4ezsmrw5cfy7485nwxrdq7gl03jglpm4n4zleq03fdam,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pktxqdu6ahqcn0hexr52hfpytfsxh575zjpz57w5sl3qrqyyy0khqj6ezg0,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkzku5ahafgp6fg5l0ckxwvmkxys9zwmkwvz8p7axy9jxdsz943hqgtyvzm,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pkzp80vc4jnyar3j9fx2kr2fw7atyx80f7374wrxgtpgh0zsmlw9s46fag4,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pl2qvnwyg32dmngsmdw3q89w5qkf8pnlz7488rgqhhyeymnnyy70qkn45aq,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pl52em95hek7w3m4gjr6mny9duslxu0jmecgx3pj934km74xgggaqm03236,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pl636gz5hs08p2g7569vwyeefr3u5xpxxrwspm6k7u4gc94fydjws8mwur8,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pl69yvf6cs3fga4ar575xl4pftef0whw8ngwpjshljwd6vrel4x0quq7wqn,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pl8mawxq2txx722k36rmngh0023dkac8ke796u3d7gyn60zfg426q88fpvk,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pl8sw6h0qv2uwf4vpmv65g70f4h6nagcp488d7au6jedududhe42qhufevw,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plaludaue3tl2kqggu58fssrvvuv575lgn3e45gnuysk9sqtxgajqznmqr7,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plhnc494yh002k0dln5jrcp90vy3rd2npkqgnjgxzf34yal3h9s4qn7l9vj,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plje0y3njehm2c0cdrkxe33p335g3rsay3vs7g6sksz8z0qmacseqnzppgn,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plkl2tfqcx9tjx8s8ckshwne20gwsskr5vuck2pus3jt4rk09qm9sfurzhs,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plmkkrhe0m7eddt2ge5qk9hal4w6v9hwhvnwvy4ex324rn0v5l2vsvtgssr,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plnamgf69talxnwqsa6aac4a5upyc0pmsx8lhafzct0qdl2999reskh22dh,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plsd9c3gcdz9k23a6ug2278uku8eqjrnse5ss5h79d2jctz2k5lyqzdycdn,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plt2c80hyleg6x2d3hk73pd2e8fjmclwqkfr9xgumks3mw2wdur4sm4uuju,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plte92z4rqr36jda0lndfquvawehn7ja4xjtdqtctxjfv9cdew8ls5dq2tu,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pltmrqarz56zvnqw28w7q4zuq77ly8r3jqsranzl647lgv797cymqqzaggv,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plvhh94ggucy5wk6cnhgpwvp09fnkjepkz2p96vngxkv4ydj2k7nsk3e5c7,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1plw345vqk6vh2mgudzw28a48u5r4hjwzme4ux7jve6rvxplylhfxq2asxxn,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm0k7vx9rzzd7m47nsnzhyjwd5lvrs3gdf864v8n7w9jzejyj8v2qf893j9,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm0slxv4an8w969wrlret5rt9gqmn9wln7cpy254pazz2rzquaskq9erg3f,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm0t3s3325xrw0d797ddxqp83wjgtzpcdvk53r96zl8c5p0ceg94s8nsz9g,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm34vlmeyp9r5mydj6tcp2m5zv9u6zea9cq35v3s9yux0afcy4xeqy5p0vd,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm3le8zh6wxdjqwfz6qrh4pcw4y59367kre7hrs6wepva07qzq2qsz3r9ze,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm5l6wj86jzt8rpqd6aq2twyz6eled4rkt7lxwlwuukjevers4fcsar29z2,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm7t6vtdalku7848xknxvjfryg4w9x34h3q9gyxhu5s5rkdv2ds7s459t73,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pm80eha7x6e8kcz5zpta7cmgglvyz5lg67p222ymzv38uemcdvtnqmkcm5r,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmg9k820qazvzc7dj3u0vuq6atcpwm7ruvyjy543l78gqe5qlnveqcgxewy,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmgjpct5pu7066jhu0qde5vf4ju39ffx85zh569q6dtz6gqrf063qs9z2wp,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmmdfnmf0mehamg6h8ggzskh64g2mjzfgp7kcx9denvvxx3s4hlfs28vjpd,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmmgdf9rckaertqnk2ufzyxv0x8tlhglac9q4cryhgz4r220857tqyylres,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmpzf7p8hpthdvhux9f2f2l6vuyy4exf0kddwqpzm5rgz4et6hruqvvhq3l,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmrd7jyzv6z94k4f4jv966795l79cc6684u7z3vgs6xgsqgm2jjjqxl7wtw,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmvj9j5jet6dlza2u6897ytqpnv7cz47k8rkxce5eu5dp5nxawhws0p6ky5,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmvpj25ew84atpf0lhl4uewg5a7dzg0jpdqtmzvrp6w7l3tvdyfnqlxkpxk,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmwavvhyynmdy680mn0thzqpw9ugmv03kxee3ufnkfz3w8d59duasrlkyal,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmwmxsgeceendthjux76nh5ycgf5xgt9y985mz49qtfcen3u3nkaq3c4mlv,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmy0dkldfqjgpm2yf87ln0s4aa53rz9svz7n7kpl6vtsfmpt2jd2q67u7uk,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmz8us2hsr96t469jmp5c3sqqng50unxv3x40ttdcz93nduj0khqqm6wn4h,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmze96sw78spgfasd7st0trw8fyrxw4939rq5kewnghrps3ranqzqy4p70e,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmzgewynrwxa5f4zdfd3qkza4yqagj2m25vrq5qz0jhu0dd6aur0qpusped,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pmzsx5jcuylz4u9k25ffuaqf9jg95ty8jfrgpgh8y9slcc7gu788q6cn7hl,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pn4anzau9amxmgcp2thqkjeqczstm9hyzy2xxhj80z9senapdmm6sjrnmpg,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pn60nklgmeuepf72dvxqwmpuxugcrcyx7as8ezraqqmgn2wmlfk4q6cqrqw,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pn68y4rm8x8um4qaytfcpfg70h87mdly8e69aes83fn5sl4c5jwpsnzgfud,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pn6z3t46r6cwt64awwg0mlquxf5xzfzwv0z5ra6mrufef9u9fgf2swy3mqa,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pn82u2g0rde5f5fpwxg748steufxt84a2zx075dy7wzzxakmk6wtshaur2p,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pn9el9vj69kj5de00as5xp5awlhxunfmvy235rsdesygz25v0nxls6s4dzd,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pncpchg648q3v9y5yaecw5y6pm6s8yl0m4wcertxajx7hf33fp3uqfrx8l7,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pndtny67lx3ludwmctd46m6d8u94kvktalemysg8d2yn9znp0lpasnzmyup,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnkr9sud6urvzf3jzjagxr903wztspsvggv9vqes748ja4aqmdztqwlnaes,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnpjc4r7664mcskx9axxqh08e2k8hr8twhp0r0nkjknc7m5cw0ytsexf79s,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnppa0nzjqguz78sszfnm89mr78c9uf78gvddlc6q9fxtfuj7f5ysprzc76,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnq0d3p6ka37f70qth24ajem4uxdqfgkdk206sx5adxqk4mt6mpvqlfl274,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnqjzxznm2tgc4jhdtrzafz479gjdrd8zs50rnuthzhfnasj97llq9eqxk2,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnr4c0xvpfkgh43eye76lfh8f8jfqr65eazqtdtwg4850vvhe8hzqq9uxud,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnuaqa5gvey8g559de0q6v4ktszlcmykwq8vd68efh5ndsn83vt4qzu5lq0,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnunnh3jrphctzuyrqkz5txmhx2glqzcgdgsy0aehtvk2ez3ae25sjqs2nl,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pnyydkk7ttwa7zf6gerkp25y3u8stzate3aal5vtnrhm2s3chc3gss827gk,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pp2jsv3avnlzsjjvxt4tk8747da3f4z4mmr5zdl0uc4j9etnw37fqxsp7dn,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pp3lhqgn5ue6su3n7jdrrgxwht378u5htheny0kf4vhe8gnm6tkgqkmvxnm,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pp64k6f9c0knz8rq9l54jc9c4jsq8au64jal8s6kjpmpvuwqnh62qv93s4m,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pp6xxcmxqk20y0gmdx4dknf8rc7npk45hkqffapm3t33sgkcaujusqs287f,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pp7zjdz8tsvj9smvu562drpjrzsg0dyk30mh9nv8lz56z2qjk5cys3jsny9,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pp8rnnwn9ra7gvldqerlfp3kqulm8jf8gah4n4ruh3y8rjz63t95qaghsdu,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pp8z9uldpaw69pjz543azpa73dfkuvdes9wf0jq7kgeccl98jdr5s38zdz2,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppan3gdewcdfy6k4h3ju6p08634sfl87vx5l9lsky9aqy83gzp5vqlawkjn,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppc3hxmtpm9m06shwvye3msra66pewd9kl03qy6dyjluwguatf0vsjuqulh,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppdwag6xpu5m9uqewt57ca42hklz3d3ufln0j030p4m2088y25h6qdda7ag,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppep67wpm4ep9apdly3uwswm3p8d7ame8r5klkk4jlusn5c5j4epquurfk4,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppeudvlnrk7mqmp9228n85u2lq9dwkq3rdfcmvrx96kefmqe5nh2s90lakl,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pphmeh5ku4pljcpvdvg9tstydzagcad92cjvydwga647c4y4wvrnqtm5es4,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppktvjkkw5xx3hlgv2957x5fwm35vvhh3ylekpfs0pnrwkafvyyyswzpdpc,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pps84a6ntgp2m8m7j2zgpd85w9unfx3ksf00rzg084c92hva392cqdn677r,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pptclu3flgcajfue3ge3juvpyy097za2mp3ga9uj6hj64qh7yjehss97ncx,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppudturqe0tg9gwk9z2zjxw6gh6ggqw23f9q6vxmp2gkrjpnq73js9y9et0,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppvkjgd570dae8967lazfq68fc4knewnuhauu0yssadf2k4e3ewks54rps2,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppztpqh5ehm060sg5wlpck4tfu4n4j3yxrn7t5892l90djhul8hgq5677jh,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1ppzunya5jeam088f8vk4tpy2tpgf0jpxngwc0zm80gvasfld62jesw8gwht,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pq54n8k9r5j6dkumgzrjxcdlzmmrxzq5mepghdlr24ef3x3aut46s9p87u0,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pq90yp67w3mqhdjdhgquqrnn364p9df0hduzmj08ruc5yxseagcds5wqad0,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1pq94xfhlmv829fwf9eheq9qz9dfasewx58ks3ecjl83xurnfpr4fsz3xfdx,1779612.0,840656,2024-04-24T12:31:24Z,2
bc1p362pl27pznw7qjakwhh85zfwz589v3flg0clfukjdhl5tcajrfssd4qy8a,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p3679l2cecsj5wr3ggycr6sast60zl9tw4d9jympy0pynvtqxm7wqh388ll,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p369jh85xmqq7a4808smj4g8z7ep9qmqzjvmwaud7qnq5dgfvglhqx8ajra,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36drdyepeqdd7ar09wzsnl5hl7a4e4c2q478ywn6lf386hzpw7es8kjeza,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36f8kpcczxdtm2xyn90mvy0xg0yvn4fgwa59cf2e0qaamx3nx6qqlyjlke,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36fe66wmmsa2ppv93mx8eqesu7el7snclytrheqpknpakatpy0yq7v0vjj,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36gsazmy8l2efw25ppf59hpdpu6n4r90vp4m9tdzrauezw3q6fasklg68a,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36j4m00he856z4lpd3pee0zesntjufrx5vqwgmm2u05z5vdaxzqq9a80ss,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36kl63tl3nkvas3r40t3v6s4jdv7qnh758s6v8rh3d6zsezawx4s9n8r5r,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36ql8rnu407gevhmc9wt9quc6q6d0mn4dn3w53lae0v0e0k8ntxsu5uyyv,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36rgr6207fnr4z3u0w5l4ck6m4uyea9xn4kya0902lm9zykmhlps470883,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36sh22g47k2a7m8pvt3s6qc87t6tklhrw42zwz08x78yulqmcpeqhv452f,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36tj87mywy7r40nmavk3ysuf68kgyfwxzjc2vgm3m3exr9nhy42q59rhkp,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36vqpedyugrqkmr4ujf688puzsaqqsc6ep0rfywq2w7qg42yuupq5wr3d6,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36wjsl4j792ft5elmuz8u98cs44rwvjj8nee7kadu78u4tady3nstte2nh,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36xrylx6ul9kl26wq2c458fa2wques0eaz0mccky99vyrxf9gdyq2ym38q,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36yp0e4x3wpqq7r6nzglkk7sg33mjftdz0upec3e9skefnn9yx6qmhn4u8,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p36z87k3z0jaxl4t4m3qj2s9hxt0n0qrvuygq2e8hr3mn0cp8kwaqxgfslz,889806.0,840654,2024-04-24T12:27:21Z,1
bc1p370hjlh0wlxvmjfrn2m9437wa80f9kpv5073zw4p25e03t36pxfsvkhda5,889806.0,840654,2024-04-24T12:27:21Z,1
