rank,address,total_dog,lth_dog,sth_dog,lth_pct,sth_pct,utxo_count,lth_utxos,sth_utxos,weighted_avg_age_days,oldest_age_days,newest_age_days
48428,bc1pd2nsk767vs5wkm82ucs5rr34krytwsydwjxf9t5dmn90ryx8awxqvqnx7j,50000.0,50000.0,0.0,100.0,0.0,5,5,0,644.83,644.83,644.83
48429,bc1pwlw4wwsjma5ledzvkrcg73k08rudn6ve968nrvk9ydzkfwd0fp9q07hx6a,50000.0,50000.0,0.0,100.0,0.0,1,1,0,768.55,768.55,768.55
48430,bc1p506vxjlwwdzyt3pyvflx59egud5gc23cgsrx3tcw05q36p47uals0kxanf,50000.0,50000.0,0.0,100.0,0.0,1,1,0,637.68,637.68,637.68
48431,bc1qnc8p82surnz364y7cqkyux06jrqn73s9m0d0mt,50000.0,50000.0,0.0,100.0,0.0,1,1,0,597.62,597.62,597.62
48432,bc1qge6arh389vu3n363qg3e7rvclr740uat0ryer0,50000.0,50000.0,0.0,100.0,0.0,1,1,0,686.65,686.65,686.65
48433,bc1p0nd8vzc42j7rf8ela3p4ax8w5546hgxehlgla8rq2skt0x0t3mtsvlq22n,50000.0,50000.0,0.0,100.0,0.0,1,1,0,662.28,662.28,662.28
48434,bc1qlyl90egtvgkp9wndg8umzw74q0jkg79j4d5cts,50000.0,50000.0,0.0,100.0,0.0,20,20,0,781.56,781.56,781.56
48435,bc1pcs0c6gaq4anj9aye6jjv3lt30mdwuqmp0p8nm9yfsc63w0xrdslqynhksx,50000.0,50000.0,0.0,100.0,0.0,1,1,0,635.13,635.13,635.13
48436,bc1pq6zeteqfrvj49wkv7c2jgeyt0uvutqju8sj3xuay0pn2t7e6m9cspfhwyz,50000.0,50000.0,0.0,100.0,0.0,1,1,0,813.97,813.97,813.97
48437,bc1puqg4wez4lndqhkthj224r0q7x2vpxrs0g4v74percp9lyh0rq64swt709j,50000.0,50000.0,0.0,100.0,0.0,1,1,0,706.85,706.85,706.85
48438,bc1phn2xgng06pq8kx4e7mc6mvm5yt70vtljqc686a7t5kwxjpwlavjs784wjm,50000.0,50000.0,0.0,100.0,0.0,1,1,0,631.22,631.22,631.22
48439,bc1ptq6zac3c24uqf5sxq7c3ta6a3266lcqh8cl9u4azu6jvjfj8pjpsn3e22a,50000.0,50000.0,0.0,100.0,0.0,1,1,0,188.87,188.87,188.87
48440,bc1p3j7xekathggd5gvrr24pf7ynx4zfgplwmms60gg6j6n0n9n3yumqadkrhq,50000.0,50000.0,0.0,100.0,0.0,1,1,0,826.93,826.93,826.93
48441,bc1plmg0gpd6wrecc46ur25rrjd0lulym6ephs8ll3x6qv9fwr2qe5dqvtdywn,50000.0,50000.0,0.0,100.0,0.0,1,1,0,635.41,635.41,635.41
48442,bc1pgpdjvh4jx27uh8s4q0du8kawefuqeej4hxanl23v6gjrrhdlfw4sahclq2,50000.0,50000.0,0.0,100.0,0.0,1,1,0,838.09,838.09,838.09
48443,bc1pt8y2ywltdzylhdhe6l274yxvlyluxzst7ju22m87g0y8kh9uh3kqhw7ul9,50000.0,50000.0,0.0,100.0,0.0,1,1,0,641.5,641.5,641.5
48444,bc1pzua4vfugat0ggr4p7wv7vt8tcah9jweh7dqt07jxgr9tsu7kjcvsaquurg,50000.0,50000.0,0.0,100.0,0.0,1,1,0,587.61,587.61,587.61
48445,bc1ppg6k75l04v35xhra5m84fll654ck8ev30s7glj9855r484y4qhlsv3vr7q,50000.0,50000.0,0.0,100.0,0.0,1,1,0,645.45,645.45,645.45
48446,bc1qyfkqr6sjxtpzyr94sxfxgknckwpjnzvpspwn44,50000.0,50000.0,0.0,100.0,0.0,1,1,0,412.61,412.61,412.61
48447,bc1pgtjuww2hr33e0qs9ahd4mdz6pxw93nrq8x49qtjlnrr0d458kt0svyctnh,50000.0,50000.0,0.0,100.0,0.0,1,1,0,834.06,834.06,834.06
48448,bc1pgfmx47uegje06trqpd8szclsxhk5twsy46xmrydm32f42eajhvzsdk38ce,50000.0,50000.0,0.0,100.0,0.0,1,1,0,676.18,676.18,676.18
48449,bc1pzlutxm5nvwkwwf5s42m5c32sjwyurq3pjrhnay0vnx9kzhsztzys6zhkk6,50000.0,50000.0,0.0,100.0,0.0,1,1,0,674.1,674.1,674.1
48450,bc1pjfgczq4924zq75l598jujtlqhwhcp3t75pdjqutx0p6fst739svqh2hq9e,50000.0,50000.0,0.0,100.0,0.0,1,1,0,563.18,563.18,563.18
48451,bc1pt9w0nhh63k90umlta453uwkycg85z76zemlwya9n6kltcncsvkfqxg205y,50000.0,50000.0,0.0,100.0,0.0,1,1,0,332.94,332.94,332.94
48452,bc1pm7u6jngua2rwy0lk4mhp5pxd46c9wq2sl4zgxn6dw94p4h9npp9slk634k,50000.0,50000.0,0.0,100.0,0.0,2,2,0,800.21,800.21,800.21
48453,bc1pavg8vqc2jw6vuv0x5p5ylmg7v00ar9xd9ute6djaj68hm3cazmusy3d4p7,50000.0,50000.0,0.0,100.0,0.0,1,1,0,653.96,653.96,653.96
48454,bc1peyng3tpl4kvhp7djczxn9z06644zss76s538suy2cw8zkxk9cfkqmdzqdy,50000.0,50000.0,0.0,100.0,0.0,1,1,0,653.96,653.96,653.96
48455,bc1pavcndy2arsqy2fsasceeckwy9kd4xkstle77sxtk2c432g6w9l5s6dpwyw,50000.0,50000.0,0.0,100.0,0.0,1,1,0,762.47,762.47,762.47
48456,bc1plcv7q0xlhdjtttdp2m7wa5eafdjdm27fr4q0n9yz8pgqs2tht77sg3q60c,50000.0,50000.0,0.0,100.0,0.0,1,1,0,822.66,822.66,822.66
48457,bc1pghtj2qtyfur3m2c72q27all7hmd5pflq6yp9ae8ktrffnqa0a35qmrq5np,50000.0,50000.0,0.0,100.0,0.0,1,1,0,570.61,570.61,570.61
48458,bc1p77vtks02nxg4ald48xyp7r850n4alk789huzu7snegc3xfl3tr6s2k3h36,50000.0,50000.0,0.0,100.0,0.0,1,1,0,751.88,751.88,751.88
48459,bc1pavvyr8rup34xzd0u2pxttkkt5rda22q2hpxcl4lh4j6rhcx4s9yqjgscv8,50000.0,50000.0,0.0,100.0,0.0,1,1,0,474.01,474.01,474.01
48460,bc1p7t5pda0fruv2hl8dqulmfejwle69dscxhl6g0v4j4frlu0mewd8qhjq882,50000.0,50000.0,0.0,100.0,0.0,1,1,0,813.3,813.3,813.3
48461,bc1pegqpwnh4dtpjxy476aegxsle5h5h0lmv3q9uknl574yjkp2mmxzqjjwcqd,50000.0,50000.0,0.0,100.0,0.0,1,1,0,632.35,632.35,632.35
48462,bc1p7u0hdrsqverzx2wx05nuqdr25s9ewhyaxdxaez455fpxtfmyjxyqxmlauh,50000.0,50000.0,0.0,100.0,0.0,1,1,0,823.78,823.78,823.78
48463,bc1pxpqr7wvq8xs2jthuvzh7z87rjrxjsr0hptcma50vz9jp68cuwres4mttup,50000.0,50000.0,0.0,100.0,0.0,1,1,0,807.91,807.91,807.91
48464,bc1psa7uvmx8vsvqanqnqjdqyz0vx9pq3gayv0cx9fzt5vucuj379pnqvmrvff,50000.0,50000.0,0.0,100.0,0.0,1,1,0,599.58,599.58,599.58
48465,bc1plpmkc0hdwlglwrags7ku3ke0f93yv06wmhv74mkx967pxehsjlkqmvnsd9,50000.0,50000.0,0.0,100.0,0.0,1,1,0,803.49,803.49,803.49
48466,bc1pfce6qwgnjhrlu8gt7f0kj326zmu20e7vur8g4xnkvwrtatp60sdqj5zcp3,50000.0,50000.0,0.0,100.0,0.0,1,1,0,799.22,799.22,799.22
48467,bc1qpq2uafgwuudaxmvaf6wx0qepy5e4qdwmqd56vy,50000.0,50000.0,0.0,100.0,0.0,1,1,0,700.09,700.09,700.09
48468,bc1p5s5zntavmwk0eu7lzeu9zn6j5cl7c0ler229zvcdf0j73qge3f5su7pnc9,50000.0,50000.0,0.0,100.0,0.0,1,1,0,738.84,738.84,738.84
48469,bc1pwn0nj2zxrqr7sfwen3xayq2ljjsqw9w69c2amrlaklxagmpqkwcswrwnu0,50000.0,50000.0,0.0,100.0,0.0,1,1,0,699.49,699.49,699.49
48470,bc1p32ksdxswy9ev9g3mawh50ezu9mjw898f3atd2c34dfwr8hdhde6qwujrqs,50000.0,50000.0,0.0,100.0,0.0,1,1,0,290.5,290.5,290.5
48471,bc1prg74k9ummxtdx9fmfwjexltdlmv35qayvmcxtz80s5hm9jql0qjqjkmpyf,50000.0,50000.0,0.0,100.0,0.0,1,1,0,838.58,838.58,838.58
48472,bc1phu2t9h7msl0h55v89w2n7uucehjufxm2av5qgt454mywd5fa59gsppug7g,50000.0,50000.0,0.0,100.0,0.0,1,1,0,567.12,567.12,567.12
48473,bc1pspp0j2pspgcp3u67h9cyhn62qr5y69klnclksyzlyyynuq8r0amqv2e3as,50000.0,50000.0,0.0,100.0,0.0,1,1,0,598.01,598.01,598.01
48474,bc1pcmz32xc4h445s040wsqhgheyshu993q0cypugsnlymus2pq4knqsxyktvp,50000.0,50000.0,0.0,100.0,0.0,1,1,0,446.97,446.97,446.97
48475,bc1p48zqa6g0pq5ts26zjrwhv9dkqdcanu9aausus4894fpw0f5q7jgs7v26al,50000.0,50000.0,0.0,100.0,0.0,1,1,0,430.06,430.06,430.06
48476,bc1pmg24r497l4g4cy3j8auuk0fpq8a5qjsue85960q63fv85yu8mpvsl7pz29,50000.0,50000.0,0.0,100.0,0.0,1,1,0,566.73,566.73,566.73
48477,bc1p46n4c8m80um2q5yrpqny23kt9lll2elud6jt9wd33qw4h00cg8aspgr5hr,50000.0,50000.0,0.0,100.0,0.0,1,1,0,840.28,840.28,840.28
48478,bc1pl5gyw20qhrngefahme4wjt8qqlkt0v4fsz3h72rmmatj96pxwzysje8guk,50000.0,50000.0,0.0,100.0,0.0,1,1,0,798.54,798.54,798.54
48479,bc1qu4v5jaaeslh27zwm27kzu9hy42p8qugc9kqsea,50000.0,50000.0,0.0,100.0,0.0,2,2,0,778.36,778.36,778.36
48480,bc1pxtecv7prs2ymvyujylx4atg9zmlpfn5z2ynas8rnauf7kaqv7wkseyttee,50000.0,50000.0,0.0,100.0,0.0,1,1,0,815.45,815.45,815.45
48481,bc1p8dtg7rk35xmy5nv6uxrnlu4nyw45nv25e863x4z0sr667pcqxxcqcrmmw5,50000.0,50000.0,0.0,100.0,0.0,1,1,0,830.33,830.33,830.33
48482,bc1p0tp969wdyw0fna0vnsl36f446348x6527gazxsgrjh56jx96j0gscw73a6,50000.0,50000.0,0.0,100.0,0.0,2,2,0,671.35,671.54,671.31
48483,bc1p59cgg4zgturrgk8crtn35nvpgsfk8kzd6pqz6kke3sc2msznef7qttucqy,50000.0,50000.0,0.0,100.0,0.0,1,1,0,621.78,621.78,621.78
48484,bc1p62zlreep7kqup0ndtyr2gstm9akwdjfnegfl5ljzp28j5gawdmysecr657,50000.0,50000.0,0.0,100.0,0.0,1,1,0,811.35,811.35,811.35
48485,bc1p4x3qtfpjpplsd70en3pxeq47hfxeac0l5f542g980xrmcrtc3tzqx92hrj,50000.0,50000.0,0.0,100.0,0.0,1,1,0,688.63,688.63,688.63
48486,bc1qyf0kv5t3nnh3fm65pg4eaukcvutmajuyme4tj5,50000.0,50000.0,0.0,100.0,0.0,1,1,0,624.36,624.36,624.36
48487,bc1pf2zzws86j8jen9r5tx3szplrfrjmq8p7spja5pymtvhfkxfvw4kqzp4p9n,50000.0,50000.0,0.0,100.0,0.0,1,1,0,551.49,551.49,551.49
48488,bc1pzr7ka4yfv5zqe89fwl70w24r808u5eyenqm6qds8seq8ypdfaj4q7ps3r6,50000.0,50000.0,0.0,100.0,0.0,1,1,0,585.47,585.47,585.47
48489,bc1pgfj307n3y42anuhehxfpuklz6luwseyn07lends6sxdurn3suhmsreyy6s,50000.0,50000.0,0.0,100.0,0.0,1,1,0,656.67,656.67,656.67
48490,bc1p88j8satlskrqsz5wharzxrn5nzddv8ljfmrcf9yh4dva5spr570sx7rf28,50000.0,50000.0,0.0,100.0,0.0,1,1,0,795.98,795.98,795.98
48491,bc1p4sqlyhemkanedt0e33u0yz8f740x89hazrhkuaen84c3wg3pukzs97jwsx,50000.0,50000.0,0.0,100.0,0.0,1,1,0,519.49,519.49,519.49
48492,bc1p23fxrxgpun8d65f0crzmdz7efzj8vhhyhexq8q3vz06lvmfp20hqgxu6qj,50000.0,50000.0,0.0,100.0,0.0,2,2,0,832.16,832.41,831.79
48493,bc1prrsel67fmv63nprr69rnaamf3za48t9mp9mpgv8zz8vuq0lla89sdttzvm,50000.0,50000.0,0.0,100.0,0.0,1,1,0,375.51,375.51,375.51
48494,bc1p9ezeg3ssggezeag5e0pk8cw4en6gxmry7af9shfk8aswlhutn34sfxh4j4,50000.0,50000.0,0.0,100.0,0.0,1,1,0,814.41,814.41,814.41
48495,bc1pma3ntnsdsr6kk2lrj5shhr9d0gnq4zsz63ss6qsvyt9pfmyteaqqa8smk4,50000.0,50000.0,0.0,100.0,0.0,1,1,0,397.54,397.54,397.54
48496,bc1p25dmyfvt4r3jg7q8n8q5e4cety6p6w6vqfhx4denjq80pczanxgse8gd6t,50000.0,50000.0,0.0,100.0,0.0,2,2,0,673.51,673.51,673.51
48497,bc1phluqa3gutw39jz63vhy8px6uhp3hdjyvhkd9j8htqzh4vm7d2nds753xld,50000.0,50000.0,0.0,100.0,0.0,1,1,0,586.53,586.53,586.53
48498,bc1peax6w4hnpk8p7v8kfyjrh3wqeqlsjnyufm6elhwr0lsg2jvcl42skvt2uw,50000.0,50000.0,0.0,100.0,0.0,1,1,0,613.44,613.44,613.44
48499,bc1p32ut8wy2hxnag9qukq8qnngwhk6335646ldvtxedmvv4u4ammy7scuynsk,50000.0,50000.0,0.0,100.0,0.0,1,1,0,652.42,652.42,652.42
48500,bc1ppuz293c9mqs3yvpvq6h4p3yk9v9g8k23fczws3yw0kdzvzt5wlgsqn6aaj,50000.0,50000.0,0.0,100.0,0.0,1,1,0,789.41,789.41,789.41
48501,bc1pdpx5e887x0qmg78tzehrd08s0y5rs553psv4e8uws3kt0f2w8suq3wax5e,50000.0,50000.0,0.0,100.0,0.0,1,1,0,607.88,607.88,607.88
48502,bc1pu8jraafya3fhzn8m0d07etewe6l73t3p9zz98gw0kyhm3xgj6mlsgx86u6,50000.0,50000.0,0.0,100.0,0.0,1,1,0,777.73,777.73,777.73
48503,bc1pduzzszsfa3tnyaq8sdlgaklcgu0nx5qnfqkspvdmhtkxkwgtdxvsmqxgvh,50000.0,50000.0,0.0,100.0,0.0,1,1,0,835.53,835.53,835.53
48504,bc1pvey9035w83lfutlpr7l7zpd4fp3aj0k3pty6ge74pqpl40j8jdgqmg82rc,50000.0,50000.0,0.0,100.0,0.0,1,1,0,305.52,305.52,305.52
48505,bc1pnhczlpmpsw6hfh78r3704v0frcwkk4jacwsnew67uef7p2j335qq95s2jm,50000.0,50000.0,0.0,100.0,0.0,1,1,0,699.49,699.49,699.49
48506,bc1pfqvw5u490w5j9xlylwmek9zjn95w4hva5kklzsy38fgzew87a3ms8r0j7g,50000.0,50000.0,0.0,100.0,0.0,1,1,0,615.74,615.74,615.74
48507,bc1pnm8zgvhl6tp386apmp2pk4znqq5pyuuxt0t74udsky8ujg9mwghsr2735l,50000.0,50000.0,0.0,100.0,0.0,1,1,0,828.12,828.12,828.12
48508,bc1psmpa6csvsytk80jy02pw44g5yckefswznsen32vwwl9zk5v8wwzs7leejq,50000.0,50000.0,0.0,100.0,0.0,1,1,0,771.18,771.18,771.18
48509,bc1p99ntza8r607dfk3ghg6gmdfk0aw8f346uy0q7am7xpjmm5y8g2uqkj5yd7,50000.0,50000.0,0.0,100.0,0.0,1,1,0,840.45,840.45,840.45
48510,bc1pgxkvntfr6cvezyxxwqywt82m69c4dqxk32sqzedvsgqd20zr0scs0c8pqs,50000.0,50000.0,0.0,100.0,0.0,1,1,0,803.93,803.93,803.93
48511,bc1pe0vkztx3h955uc36d5ka3algupl8n6eek66d3h4tv5ag4tf3xgxsyy3l4j,50000.0,50000.0,0.0,100.0,0.0,1,1,0,221.95,221.95,221.95
48512,bc1pwrgk2zz3factqj6766w3jaytfjcnu9h5tjkr455vxx5tzky23jds6lcdn7,50000.0,50000.0,0.0,100.0,0.0,1,1,0,827.63,827.63,827.63
48513,bc1pfyty447s2zqxyw5tgxlcax489hn89tyx9t497pv2qkkh6wrzk5uq3693f0,50000.0,50000.0,0.0,100.0,0.0,1,1,0,610.24,610.24,610.24
48514,bc1pedss4gkxxszm7lphujkljm0x4ylxlssll506rtxxte8wsh7gm3esw7apge,50000.0,50000.0,0.0,100.0,0.0,1,1,0,675.3,675.3,675.3
48515,bc1pprwd2uj5nk2mg2nv4puc4humdwtvkf3dn3h06vmhlweurl06fc7q87eqr9,50000.0,50000.0,0.0,100.0,0.0,1,1,0,788.84,788.84,788.84
48516,bc1pjefwdtkuh9yfrf3drlmlsx749ncfxn5f2390qp0rh495kw2a636qe2te9l,50000.0,50000.0,0.0,100.0,0.0,1,1,0,535.63,535.63,535.63
48517,bc1plp24sf0nxd60mf5rtlxc7s8ffzjueglc044dw8pv9k9uqcwx63rstql57d,50000.0,50000.0,0.0,100.0,0.0,1,1,0,669.47,669.47,669.47
48518,bc1q3lyckp9xtr075t8x4y08pa4yk253k50454a9ep,50000.0,50000.0,0.0,100.0,0.0,1,1,0,836.46,836.46,836.46
48519,bc1pw702tplvkkwtx0dhu8ppanxwxcrsc7z2aun56mh27k8pp5az2rmsz306mh,50000.0,50000.0,0.0,100.0,0.0,1,1,0,636.95,636.95,636.95
48520,bc1qs3auqhpmtl0afpvezcqqxxmkfxrvmtget3gus9,50000.0,0.0,50000.0,0.0,100.0,1,0,1,132.68,132.68,132.68
48521,bc1pnkhuecrkm08pua27q89zjjclxlx2p25t5ntupvyckh9ra5su3dqqtpjrt0,50000.0,50000.0,0.0,100.0,0.0,1,1,0,764.78,764.78,764.78
48522,bc1p3t0g7v2v8sjhae57r5nqwltpwx29rk7k5n3vsqe8k4dtrdxrcalssg7vdl,50000.0,50000.0,0.0,100.0,0.0,1,1,0,839.34,839.34,839.34
48523,bc1p358fav8dg9e5p40sn8hm6lnu9zlk5s90xpvgehdh2d7w9h44jy5q8f8sz6,50000.0,50000.0,0.0,100.0,0.0,1,1,0,813.12,813.12,813.12
48524,bc1p5hunyncqmznv74dh7eyeyhff8lsuql7hszkhsaqv37c73hxy5rhqf4dkkp,50000.0,50000.0,0.0,100.0,0.0,2,2,0,592.33,598.56,582.98
48525,bc1p0qvaedj997h0h5at3zjn3h9fumkzvnte8e8c77tgylf7vygeyf4q3kkaac,50000.0,50000.0,0.0,100.0,0.0,1,1,0,634.18,634.18,634.18
48526,bc1p3pu8z4936v6wtcfxrngjpd0krv99400studqhg8q8e7u7haqk0uqnkecs0,50000.0,50000.0,0.0,100.0,0.0,1,1,0,632.25,632.25,632.25
48527,bc1pytesa00p90x87su24t5dvl5uu9ha7lze7p9702eexrjnmkwucwvs08ah6q,50000.0,50000.0,0.0,100.0,0.0,1,1,0,620.37,620.37,620.37
48528,bc1pkx4v6j5wr0dqqueqd9a99sykhnnc6cj95am6agkm38pjzlle3g0smmwkgh,50000.0,50000.0,0.0,100.0,0.0,1,1,0,612.39,612.39,612.39
48529,bc1p4zmfj98qw48q4xsgsqc68pkhq6gzn8rc6cw36t4sgx0xefkpkknqvs0yxq,50000.0,50000.0,0.0,100.0,0.0,1,1,0,823.0,823.0,823.0
48530,bc1p8gmfer77qzllrvuwajvcnag29trc80u3kvzut5htrg3l9er0ethq0yqquc,50000.0,50000.0,0.0,100.0,0.0,1,1,0,838.24,838.24,838.24
48531,bc1pd2pcvh9f7pr9m2uxnw42sfjlc9y68e2a7h5nw6rrr5fvke3d3u2q59km9h,50000.0,50000.0,0.0,100.0,0.0,1,1,0,630.7,630.7,630.7
48532,bc1pcarlxlr7wjefun0gme5vapp06huxd4lkx8efwyhdqxhjnztmqxqqnknw93,50000.0,50000.0,0.0,100.0,0.0,1,1,0,624.34,624.34,624.34
48533,bc1pcl8fg5s7696ha56e6e88teu6rk8tekvg6fv2x0ek9dsusgslfvuqy5efjh,50000.0,50000.0,0.0,100.0,0.0,1,1,0,831.57,831.57,831.57
48534,bc1pt4rqzfd49gmguqsrt85mj8duc6xr8h8xx6h05anzm5k5xgujqt8swslwu6,50000.0,50000.0,0.0,100.0,0.0,1,1,0,381.5,381.5,381.5
48535,bc1p3zkzp5zszgnckke4f64n5e2v8cj00ckuhcuetgmzljqf259g6e2s7ee24f,50000.0,50000.0,0.0,100.0,0.0,1,1,0,703.85,703.85,703.85
48536,bc1qfvdwx05pgxev2p4x5cl2gjdnj9s97xhnugfc2k,50000.0,50000.0,0.0,100.0,0.0,1,1,0,581.41,581.41,581.41
48537,bc1pjvh24v50prn26dw5e2zcfl3mmzkjc9at2dhwmj4plpklkkevengstey9j8,50000.0,50000.0,0.0,100.0,0.0,1,1,0,609.49,609.49,609.49
48538,bc1p9swenl0sup6ujgmztsg8ymshnrfugqz26lnqkt076ywwwxw9ts7qnyhggd,50000.0,50000.0,0.0,100.0,0.0,1,1,0,386.14,386.14,386.14
48539,bc1pnn8fn7dsgnz4zjr8umn30wvn0d7cd2cc4fwgjmpw680urf58sarqkkhvjz,50000.0,50000.0,0.0,100.0,0.0,1,1,0,652.74,652.74,652.74
48540,bc1pknatwmmze32l66rtmncgveckv0hh3nmg93mtp056ry46jkr364qqrrqh63,50000.0,50000.0,0.0,100.0,0.0,1,1,0,816.76,816.76,816.76
48541,bc1pv0mzjwj53j6rpdvw7z6cpz9fyx8sm7w4gne8h36f32n43gpfvpyqqc4nzl,50000.0,50000.0,0.0,100.0,0.0,2,2,0,728.65,728.65,728.65
48542,bc1pcsnxmqeae07s7wh7f4pdclc7sj0alendstee9zes578mkt0h60ds8ce6yy,50000.0,50000.0,0.0,100.0,0.0,1,1,0,790.53,790.53,790.53
48543,bc1pmey5q4u622pjcle7veej6yvc8ylt625l7y8l04ygjjstl6w3tr4s4rkgka,50000.0,50000.0,0.0,100.0,0.0,1,1,0,448.26,448.26,448.26
48544,bc1pgsym2rnjavsq0hah487m4jzgrtt0d5h9jkkw4f54ktnhhqgrdprssn8xc6,50000.0,50000.0,0.0,100.0,0.0,2,2,0,607.58,607.58,607.58
48545,bc1pphvwprzu6yvh39j5cxqgysw0r9zw5nv2hnl8jc4dqz3quqv93udqt5w9f0,50000.0,50000.0,0.0,100.0,0.0,1,1,0,682.12,682.12,682.12
48546,bc1pcgsexjnjg5j8xrh0nuxheqh8352rl4jft6fxyq3v5fnasc5k2tmsus8usj,50000.0,50000.0,0.0,100.0,0.0,1,1,0,676.83,676.83,676.83
48547,bc1pm6zz2yvnaw5u99gwum4gyzz6tqagn2fjxg3ankulwwgy9x4clrzqmf0ses,50000.0,50000.0,0.0,100.0,0.0,1,1,0,615.53,615.53,615.53
48548,bc1pmtrace7lhtl63044sxpz4glnzjglttllh6l0g3te5v0pkd6nw6as8mkvje,50000.0,50000.0,0.0,100.0,0.0,1,1,0,682.14,682.14,682.14
48549,bc1pyt3p9gtqv7rysgwlws0v535wqpfdjf3uyarphl8hqnxsmeuhufds0paa7v,50000.0,50000.0,0.0,100.0,0.0,1,1,0,614.29,614.29,614.29
48550,bc1phu4a7lpps8ymk4tppj2c5lct95svdktt8e98vj4gygsq5yreaq3qjme832,50000.0,50000.0,0.0,100.0,0.0,1,1,0,605.71,605.71,605.71
48551,bc1ply6w0nyn4gep8qjmv6weqj99atv0u376jsj2g5gnm5gtkpzj7smskzuxss,50000.0,50000.0,0.0,100.0,0.0,1,1,0,709.63,709.63,709.63
48552,bc1p9jult4kttrfqk3xhuwe2zvezpnc68cdyy37yppvr4590qhqt2yusaa6rhr,50000.0,50000.0,0.0,100.0,0.0,1,1,0,696.73,696.73,696.73
48553,bc1plf3tad7nuqzv6ddtfrqnh58lsmh9sax6vqkre0sfc86xr2zkgnyqs5xeuf,50000.0,50000.0,0.0,100.0,0.0,1,1,0,696.73,696.73,696.73
48554,bc1ptswmwxsv8enl4j4e05escve0z3he2xhdfqp0qjnr7ajg3q08a0eqy9sy75,50000.0,50000.0,0.0,100.0,0.0,1,1,0,824.05,824.05,824.05
48555,bc1p0hh9a4c62mzhx5vrxe0e2t88satcdmdad07ee4ewev58ce8ta2nqvrknxt,50000.0,50000.0,0.0,100.0,0.0,1,1,0,839.69,839.69,839.69
48556,bc1qtujqart9yje0pwaxyuwu0d4p6yqecym6jt4mp0,50000.0,50000.0,0.0,100.0,0.0,1,1,0,827.78,827.78,827.78
48557,bc1pmzdj54afveln0uvgdx8vugcugq3235umdakr4xtdewxzyltcw54q2ppp3a,50000.0,50000.0,0.0,100.0,0.0,1,1,0,797.5,797.5,797.5
48558,bc1plnzl7jrrfwgcq6ysf84mufvp2882ufq48k25pthaqc5wf8lkp4ps9y2k3v,50000.0,50000.0,0.0,100.0,0.0,1,1,0,805.46,805.46,805.46
48559,bc1py503ptrjxyzx0ah4593wxntntrqmj83f44kg95s7wmq4hqnc0ylschn0ls,50000.0,50000.0,0.0,100.0,0.0,1,1,0,634.82,634.82,634.82
48560,bc1qsem92sq0gkyy0zd3mm5csz56ndhhmt6vaaahz4,50000.0,50000.0,0.0,100.0,0.0,1,1,0,639.57,639.57,639.57
48561,bc1pdf6p3q7lspg6fpfhmwu8jth4a33n5mdpgjdz07a7ue037phcfkus7cmk0q,50000.0,50000.0,0.0,100.0,0.0,1,1,0,781.51,781.51,781.51
48562,bc1qy7f9m4ht6rzk5mm0yl6re8pxa6dx9qgh2kw97g,50000.0,50000.0,0.0,100.0,0.0,1,1,0,302.36,302.36,302.36
48563,bc1pvx4z09rpw9w4espjkjuj7ehqmmm0c3ghflnn97dy3krpx9l9g9ssy92k3p,50000.0,50000.0,0.0,100.0,0.0,1,1,0,813.3,813.3,813.3
48564,bc1pkzz9mywshagkl0ajedfvauyf8r9q0q8nvhxcfy2064tghdcv770q0zg9s9,50000.0,50000.0,0.0,100.0,0.0,1,1,0,790.53,790.53,790.53
48565,bc1q7qhk0flmdt3de2dpthypf25ckuq7jql7afu7gmvcpfnanmr4zznq25gnlm,49999.92944,49999.92944,0.0,100.0,0.0,1,1,0,806.84,806.84,806.84
48566,bc1pfn7ekrkcp6esfp8h9w9548u8yy265rnzpzy40ngqwr8njpq3ur5sg3nary,49999.92464,49999.92464,0.0,100.0,0.0,2,2,0,651.22,671.07,631.37
48567,bc1pjuf3rem7apd2g6np7r60vjpz9nw86mdyzf7d2k2nft8q93s4ug3qx6d4kl,49999.9,49999.9,0.0,100.0,0.0,5,5,0,223.59,223.59,223.59
48568,bc1pj6exynhhzrkwaxzufdgthl860ukqqmctku9xsqaxhvcem6hzxslqqp455n,49994.26505,49994.26505,0.0,100.0,0.0,3,3,0,633.21,634.79,630.45
48569,bc1pap39fym0jw0ehuuj58kp8k7kuvq334a0mehdam9hk5jcum22h98qr5d7jh,49990.3,49990.3,0.0,100.0,0.0,2,2,0,639.89,643.33,636.32
48570,bc1q7wx9elygwl7j6lhdefckarpc9gjccpkphu88au,49986.22,49986.22,0.0,100.0,0.0,6,6,0,772.07,803.61,741.79
48571,bc1p6v5wrsldjxhe53dx4epsf50pe52hhr4rjyf63m4s7dxgvqldaxss9xnmda,49985.60434,49985.60434,0.0,100.0,0.0,1,1,0,612.28,612.28,612.28
48572,bc1p3jw8hvjyw5rjqhfzq8kglsmt3hq8823xfwpu3q720lw4z5suvplqn7fr99,49980.0,49980.0,0.0,100.0,0.0,148,148,0,773.68,840.46,617.86
48573,bc1pppzhaz70gmzgk72534nfzpcjscpudsaaklcaqq08uxfn5n8qgjcs0w3w9p,49964.06497,49964.06497,0.0,100.0,0.0,4,4,0,606.3,611.53,564.28
