rank,address,total_dog,lth_dog,sth_dog,lth_pct,sth_pct,utxo_count,lth_utxos,sth_utxos,weighted_avg_age_days,oldest_age_days,newest_age_days
1,bc1plzs2lltvv29k603w5m0aqma5e8w0n3pc77dt89l5w9hurmdfgd0swdhspn,12393842638.92301,0.0,12393842638.92301,0.0,100.0,272,0,272,11.96,49.51,0.13
2,bc1pk8g4rztfkxs2q9c40g6keeknjw6aadx3kzu4suzlll0remfw7xxs5x9ctv,3239237402.84574,2919389528.06685,319847874.77889,90.1258,9.8742,19837,18320,1517,479.34,680.6,0.05
3,bc1p50n9sksy5gwe6fgrxxsqfcp6ndsfjhykjqef64m8067hfadd9efqrhpp9k,2881165930.36167,2247722666.78693,633443263.57474,78.0143,21.9857,1805,1629,176,300.1,736.8,0.21
4,bc1pzsx4xvghxmc0prv4mys0xdly9dh9js3e88e4m24k5gxzkeskx30s4qzjud,2799460037.991,0.0,2799460037.991,0.0,100.0,21,0,21,46.68,48.47,0.78
5,3G7gSaxPY7BhbEASd2pnZY5cg7uEQMQvd8,2434292660.51884,2073887997.30162,360404663.21722,85.1947,14.8053,1372,1267,105,400.31,665.63,6.01
6,bc1qj7dam98j6ktjcp320qu77y2vrylv49c2k2hkmu,2074989520.49474,1730341236.34426,344648284.15048,83.3904,16.6096,1123,862,261,432.35,778.94,0.07
7,bc1pzsygr05uzgtnyfg7a3j0ehjpuph5gaadvjx4gsry52knsvhhz7cqu4fal9,1031084656.81201,923595490.85704,107489165.95497,89.5751,10.4249,18,17,1,425.94,787.8,30.34
8,bc1qmscmeqqxqz7vkfscfs8pvl98gkdkcr8e0egkhm,972627470.52329,947537364.54659,25090105.9767,97.4204,2.5796,12,11,1,492.92,770.98,1.21
9,bc1pczdzvvuulwyna9e6dsl8w0r35prvnmpawcwlrv4y42u5npysrdzqhwa7wl,789527955.8618,0.0,789527955.8618,0.0,100.0,2,0,2,0.89,138.31,0.86
10,bc1p5s304rghaw9uv66ewva26qvsw8gt4ydwl5yxa7knkkl5k4v492vs8yykdm,487039939.5447,487039939.5447,0.0,100.0,0.0,10,10,0,208.84,237.75,188.62
11,bc1pzg6aed026czampasr6lp7q0eugeptmw789z4d0xm605sc0qm2cmqxf5vtk,469586636.072,0.0,469586636.072,0.0,100.0,28,0,28,45.33,49.54,0.78
12,bc1p4pkr90vrqspmfddplde05v55gelkvcjwhsu93c9m5zu9gwwvgz0qap0vkn,451440193.73312,441228932.51312,10211261.22,97.7381,2.2619,13,11,2,398.85,571.23,65.19
13,bc1p6ag3mn7x38tgvefqxs89zwun4jccpdf7s690ly0ktn5nzhadggqqm5xva7,406049743.99396,406049743.99396,0.0,100.0,0.0,6,6,0,326.21,610.35,282.27
14,bc1q97ufxcw0l440m30us0g8vsqmdgqh5ysc7h4ezw2eugx4ne5hxvws7zv8yu,377719973.81742,377681276.5498,38697.26762,99.9898,0.0102,171,168,3,659.58,817.86,94.16
15,bc1p42d64wz3wf4ey849ca3vxx0xy82a986wkuqxkhkmnzuj22gy64jsymqzg0,321057729.54419,321057729.54419,0.0,100.0,0.0,620,620,0,538.04,612.33,438.32
16,bc1pqc2zn2nakq255dy6swjkts54ktfm35cjv2x7266n53tn8lvntfjsjpsuds,319952000.0,269959500.0,49992500.0,84.375,15.625,32,27,5,309.38,388.15,145.14
17,bc1p5qpcdw4xpql54f0hfuxukgqe9g0ln0mppxgw8tqh2jvd8rccs3ase2zdj8,310000000.0,310000000.0,0.0,100.0,0.0,4,4,0,403.61,403.63,403.6
18,bc1p6fl05759zkhnnlnqaug7xldnyz7v884fct58j7vxzh9k897u02sq0qa6uy,302600869.30147,277600869.30147,25000000.0,91.7383,8.2617,107,106,1,515.02,786.36,41.45
19,bc1p6vly9m3e7yh5hwwkz92l89w2qqhyj4htkqewml963g7kn9k79qase0ukl3,261964657.20581,261964657.20581,0.0,100.0,0.0,567,567,0,645.39,680.02,614.35
20,bc1pw56l62nnaneldkuyyqlr4jh2tptn779c4d06tdmkd0h7xfq59jtquvtxwl,251486271.33409,249796465.33409,1689806.0,99.3281,0.6719,394,392,2,579.69,680.28,119.72
21,bc1ppv2vyjxrh6krry2gpjswzswm0d8jjqw2eg2lca4cxf66varxud6sycjt2s,241249575.61862,240457012.31504,792563.30358,99.6715,0.3285,312,307,5,420.98,620.28,43.45
22,bc1ppyhy32w29g7uhkdwv5z9s9ecqssyeqdgfcevq75kpj54px78kulqfshx83,236226082.73531,235336276.73531,889806.0,99.6233,0.3767,240,239,1,619.44,680.28,94.86
23,bc1palwreu6q9dfz9w6p28ze74awl5q5nqgt2mr6nrsp53h6rm0plraqjjpj5d,208818784.24292,0.0,208818784.24292,0.0,100.0,1,0,1,65.82,65.82,65.82
24,bc1pzfc47vp69p88wj7fx3a0n30hxhhvkfck3zz63eg53n8ur9wxrstssed4f0,200692046.89979,200692046.89979,0.0,100.0,0.0,4,4,0,205.52,205.57,205.51
25,bc1pds3s9gnaf3m0t5vgtlq8qdvk3jtwdrhj6h55c2t05nkzs0zqeh8q73j797,195515198.81007,111509380.41384,84005818.39623,57.0336,42.9664,525,394,131,230.11,473.94,1.8
26,bc1p6lcg45y3k4z265evcpawgystvsmvsyx73dh30rvva8tzy6gatd8qyfsfj8,186787127.46507,156769343.87736,30017783.58771,83.9294,16.0706,9,8,1,221.65,410.12,118.57
27,bc1p4j3yh0ftucmrfx04pehzca6cxaasyurh30u7ydttwvekpalyanysgth39w,178847228.9727,178847228.9727,0.0,100.0,0.0,8,8,0,674.13,841.77,571.72
28,bc1prdyzwdg0rcdgf9cg0a4zyx0cq3mdr3n6mcym95f3eg4dexfvnsjq200ly4,177577912.97586,58924463.39874,118653449.57712,33.1823,66.8177,93,55,38,107.05,563.34,1.42
29,bc1p8lkq60vw6m2y5yumagmghcdq08c35ug4ymvzydnmx36xwef4axeq5h7fgq,162841594.04,0.0,162841594.04,0.0,100.0,3,0,3,48.11,48.53,41.8
30,bc1p7e8tuawg9j0x7pz7zw77rrls5sulsnmctne5gurfzgv5fhzc48jqxfn232,159474671.25329,159474671.25329,0.0,100.0,0.0,23,23,0,421.15,830.06,189.25
31,bc1puf82655vy9sm8t76kjd5d2pu7ffxn3fgt9amxmpzlfl9g8juq90st4ccha,155411272.88714,0.0,155411272.88714,0.0,100.0,3,0,3,58.04,64.99,58.04
32,bc1p9n0tusyf7892lfv68vcu8zhvjtcsd2r87w5my88qe5qyeetfcdlq2q65ng,154079884.89728,154079884.89728,0.0,100.0,0.0,2,2,0,493.11,493.11,493.11
33,bc1ps48lkwxntjmyg5vluegmasxuhxszhuglwjesuejx7c45zt96ka3ssrsxgh,153234861.0,0.0,153234861.0,0.0,100.0,16,0,16,39.69,41.8,0.78
34,bc1pct0st6mpvkvwx5ufnj6q2cs6g8tqyvrk7uumx96mys5fktkkpscs8wqk4d,148250241.92783,148250241.92783,0.0,100.0,0.0,83,83,0,632.47,795.7,466.58
35,bc1ppkj78z5thxqw3g3drx96aedd487t98xgvajmgm2rx7evz75rsvxsywjytu,140385644.58592,116094300.98368,24291343.60224,82.6967,17.3033,35,32,3,386.23,472.71,23.35
36,bc1ptuuga5dww30s5vw5sugx6x5y5svvsw2wghenw8hgn72tffxs3sqqwnt3zv,138371557.62,138371557.62,0.0,100.0,0.0,15,15,0,330.01,388.13,180.11
37,bc1ps96nuaf4rv5x0atf9adfjc3wknze3d34ved3d7ev8wnhwf3us5uqv0kcsr,138291393.805,0.0,138291393.805,0.0,100.0,5,0,5,8.24,10.11,4.31
38,bc1pjywvrxfrsr25dkl9gmtuy8w7w8a7mg7vz0j89v3g6d0x8suvgg6qdchqul,136241293.57318,1733.65898,136239559.9142,0.0013,99.9987,27,7,20,20.55,395.33,0.45
39,bc1pur4mqzclu89hq0wjyce5d2hfehpfvk5hhv90xaw4zxmyhwgz0cds7tgnce,133470900.0,133470900.0,0.0,100.0,0.0,149,149,0,658.35,669.01,654.84
40,bc1p7thdkeekcd20pncly5k0e3n4e8tl4wgyw5uvf6knn5kxykz2gs3qf0nwmg,132072351.13209,132072351.13209,0.0,100.0,0.0,161,161,0,516.24,551.78,290.69
41,bc1pefq6ngx5lmc0275ukakq2admfflhw4lz0vhguz084d3ugqheejksgpl7wh,129951646.45168,129951646.45168,0.0,100.0,0.0,1,1,0,172.27,172.27,172.27
42,bc1pcksnluq2ddq8zpam28nnc6uqmjqltpve7jytvgmzf6f4dj9z0jzssqd0zs,129911676.0,129911676.0,0.0,100.0,0.0,146,146,0,610.06,627.84,585.57
43,bc1pj9rx6wesyzytxfff9zhpn5krjr30grzhv0jc5dyr4kzecx4mlt7s0wke2y,124204368.69046,124204368.69046,0.0,100.0,0.0,203,203,0,355.53,437.85,266.95
44,bc1pnmz8rkcwlh8p78a79pxhv6sah6tpe8r05wsy9sjlta9szus068tqeza6sd,120083618.59545,0.0,120083618.59545,0.0,100.0,1,0,1,111.09,111.09,111.09
45,bc1pjqjceqjjchz59ltxgq7wgd2pvq4ck8v3jheqedy5sktfvras45mqsw0xuu,119850246.49647,30496902.77179,89353343.72468,25.4458,74.5542,65,35,30,101.16,451.32,0.07
46,bc1plu89p08emw2megm79rg0tg4rtnpqaahuzd8cfn3wvzlxgvvuadpsv9yd6z,117265650.12213,117265650.12213,0.0,100.0,0.0,260,260,0,528.84,613.17,297.67
47,bc1q42dv46c779lz3m87hen7u3wtvfmquewgaeus30,116727511.14754,116727511.14754,0.0,100.0,0.0,220,220,0,499.7,573.91,385.28
48,bc1p3v3d6xzmezymkw2ye5cfqgvlg75epfljp2cz4y22chxgcrn7fjqqv2s47l,115097611.87494,115097611.87494,0.0,100.0,0.0,348,348,0,629.49,676.67,426.85
49,bc1ptfgl99df6xtkg6e407d4hylslt32hw0vgk3zwa7n9urlktdwaukqpndgwq,115040538.84109,115040538.84109,0.0,100.0,0.0,2,2,0,335.15,439.42,184.37
50,bc1p2kwpqvk50qxqkxan2xtj85h6nah8g0pyn3fjucdkhlnu8hz39kssmtef4h,114377120.67096,114377120.67096,0.0,100.0,0.0,165,165,0,262.45,613.5,197.92
51,bc1pkqahz4zgtq7wr396ffm7ayg85244mdkrl7ccuq4m5frt9a5gpvgqy6c48c,113107829.72496,113107829.72496,0.0,100.0,0.0,4,4,0,421.9,555.96,412.9
52,bc1pykww7r44ts0t4c5fwlngcdvf26cq36eg3t2h0yct3cpptmn7tuxqfraj2s,111032781.27567,111032781.27567,0.0,100.0,0.0,1,1,0,251.22,251.22,251.22
53,bc1pmqjlx3afzdrmv8gc6dpq990h4xwucdtgt9el3u5fmalek34zqysq96plm5,110335944.0,110335944.0,0.0,100.0,0.0,1,1,0,841.78,841.78,841.78
54,bc1phqxyxw8640zlz823fs9taglzdtcgsm5urrc3qj5a8ga0vx80028szsldny,108132393.595,0.0,108132393.595,0.0,100.0,2,0,2,65.54,65.54,65.54
55,bc1pw9dxun7yehpe8tzzh3tyzw58jqlphf729m9hme55756ft3ca3qhskd7cpk,104832212.92,97320888.78882,7511324.13118,92.8349,7.1651,22,20,2,199.27,219.31,97.23
56,bc1pa756wm6mfe88ff3dlpk9p0qljkv45c6a36hrgyn9phraps4mtgps4pxt58,100775764.50154,100775764.50154,0.0,100.0,0.0,7,7,0,553.81,563.52,506.95
57,bc1pzfenpnlx68ehqv9chk3mvur006h85cpkg3de3dk83we2yafgp6aqqxgzxd,100254933.5327,75254933.5327,25000000.0,75.0636,24.9364,200,199,1,413.84,648.57,48.34
58,bc1p56aeggt5pxyqt9vq4qjcwmzfk2zgzuscdv7rw9d4us6nzja3hmjqddqk0s,100080516.42508,60001000.0,40079516.42508,59.9527,40.0473,34,29,5,245.33,714.24,43.78
59,bc1pqu4tq8gvcl77h2wm4qfqh6pcss2zv00at5e5npstpa0ex7rnffnq0r6xsa,100053975.6815,100053975.6815,0.0,100.0,0.0,44,44,0,475.85,615.48,298.53
60,bc1pacdzdp4k0e59wzsu7hmmy95mdqkuq6zmjekfzteaaul8yd04uezqdt7dmj,100000000.0,100000000.0,0.0,100.0,0.0,17,17,0,645.27,776.91,621.2
61,bc1pyh9pggjvzpf0swvpsycu6kjgkc9ef9av0evnruxrd59yp8zkwvzq9c0xga,99302213.44589,67391055.83811,31911157.60778,67.8646,32.1354,80,62,18,293.21,667.19,4.21
62,bc1phqncngt6vmv2sw7xkt30mpu0c9m5gztf3rf80ypan2dn6vc7g7pshf20cp,97351635.4181,5596494.67033,91755140.74777,5.7487,94.2513,84,9,75,90.99,221.33,1.52
63,bc1phmwyzncac5l0mtd4azktduewhmuhu00apkwn2ygjzafaw8kv7cqquhts8e,96166108.39291,96166108.39291,0.0,100.0,0.0,4,4,0,386.64,489.88,206.75
64,bc1pfd86xp4uckfeqwu3gj35g87tz79z9a24xnwa5n57tddn24q0f3nqce7er0,95588272.4213,88954701.80619,6633570.61511,93.0603,6.9397,7,6,1,515.52,743.63,10.71
65,bc1plrm8yk268fx0quek9sj2nru7k2quh9sksc39mlk6jmx6cmf27lmqnh3v3s,90760212.0,90760212.0,0.0,100.0,0.0,1,1,0,373.7,373.7,373.7
66,bc1p02r53wzn06zsa3nz4rzqhphnpw3vf64zkd0mua9vjy4wp96k997qfnnejr,90408204.90936,34947843.09942,55460361.80994,38.6556,61.3444,72,27,45,211.89,562.52,2.27
67,bc1pht2vznzqlzc2l5nk6t3snsywjdjk7tr68al9fg226szqltll7ulsx3u9vc,90377792.79738,90377792.79738,0.0,100.0,0.0,104,104,0,288.97,622.24,156.82
68,bc1pud2j5tpy5s3c5u6y7e2lqn8tp5208q0mmxjtjqncmzp9wyj5gssswnz8nk,89481152.86469,0.0,89481152.86469,0.0,100.0,229,0,229,5.8,18.58,0.04
69,bc1pluxzgh55hdng38ykcplcsnrnz8ugxx0pxs7x8yz9y5xtmp0y32psmvh7tp,89303468.5211,71095281.10078,18208187.42032,79.6109,20.3891,14,9,5,238.64,408.65,13.69
70,bc1p3yl80ywl2rfax5vtpr2ljxsnk25qmzgyyw5zr3554mx7pzpftfpqewztf8,88946958.68111,58704075.9077,30242882.77341,65.999,34.001,23,13,10,315.47,445.47,61.13
71,bc1ppsztgq75kvj4vrghn9327cf8e8t3csgskwl6kw23ctgegg5altwq2efuf7,88505800.59168,88505800.59168,0.0,100.0,0.0,113,113,0,613.95,678.07,398.66
72,bc1pz8smjjpagxfccxj9xafs5233q4re5res8ett3y6sj33m0m3hvd5qsk9e4q,85237778.55315,85237778.55315,0.0,100.0,0.0,11,11,0,514.55,789.55,384.81
73,bc1p7zl2smekfjf2dq736v89ha6f03f7zp2hx2z3u8e557yqracygclqkl2p9m,85031370.26862,0.0,85031370.26862,0.0,100.0,1,0,1,122.41,122.41,122.41
74,bc1pn34dl8utl3vhctwdre54xce9y66mhp2fl483zj5hgyfpumsmrfusp53u6t,82000000.0,82000000.0,0.0,100.0,0.0,6,6,0,552.15,612.75,319.97
75,bc1pgexr3upywfgtwmcv7n6tngrje4dvhrr9dw4ujqx3shsnq2hhd5dqfaax0g,79000000.0,69786969.48091,9213030.51909,88.3379,11.6621,40,34,6,415.14,625.11,10.34
76,bc1pacdg0ayufh9qlyx52w73eejpka8srsgnuwraaeu2t8mlf3h70tkq0keg74,77454473.26843,0.0,77454473.26843,0.0,100.0,76,0,76,4.94,17.18,0.04
77,bc1pxq9sk0uwlc5xmunp02k74hv87jvv8spjtcg5akwzvvz8fns563zsms62rz,75521148.29323,75377799.29323,143349.0,99.8102,0.1898,135,134,1,428.21,593.55,147.77
78,bc1p8astj6c5xj29tprzzlw4ttfqd7zt48rp0209aj7ncd5y94a4zghqqflapr,74739209.322,74739209.322,0.0,100.0,0.0,3,3,0,212.27,212.27,212.27
79,bc1pmq2vfhtfnm9qh0zym4tnykhcqu07pd8yfvy92kr6gjuu73en5erql0esfr,74297897.12493,74297897.12493,0.0,100.0,0.0,11,11,0,618.53,618.74,413.51
80,bc1p5aszye5za997fya98l0rasutyncw6qdzst549ann0rpzwllj4aaslc2hva,71586655.73286,0.0,71586655.73286,0.0,100.0,1,0,1,58.04,58.04,58.04
81,bc1p85kz57ka6qs6zhgw4dacgk2d0vsu0vdu990qkhfy7zwe8y8f5qqqqvqtv7,71388163.02963,71388163.02963,0.0,100.0,0.0,15,15,0,534.98,617.42,456.18
82,bc1pwkfk5szjwljnu6cvr4fc3ykeemnzy0wpsjvvl77a33xzy0ce3z8s4m09gz,69256059.59171,19809212.33571,49446847.256,28.6029,71.3971,74,73,1,146.46,738.55,31.97
83,bc1pc2e62zmnjslnm2gwu9fwvhyhj526t3wt5kr6a7sne0av43vsgtdqe403nv,68854680.45358,68854680.45358,0.0,100.0,0.0,50,50,0,554.12,570.92,307.31
84,bc1pzplwrzahfm4nsz0dk07n89r5z2mzlc9p4jd7yqpt0ltutzd4jjfsfaaxkx,66935775.71632,52191121.32772,14744654.3886,77.9719,22.0281,50,41,9,259.06,641.41,27.51
85,bc1p3vr4gy6rlusufd5gsx4h02g7u6qh7s4hv59a0xqrruegw8x54tdskw4znh,65721189.76428,65721189.76428,0.0,100.0,0.0,41,41,0,699.46,841.02,523.24
86,bc1pcjw6ckshezdk8drlex53xd7pryawesjat225d5erjft3f064rzxq52umgs,65126408.7006,54930979.5966,10195429.104,84.3452,15.6548,23,19,4,256.67,385.15,73.88
87,bc1pzarkwnew8l5w6vwr4xsaxcw3kwjt285z3pznatf3g5at6m5qhwasf29gl7,64853821.08244,64853821.08244,0.0,100.0,0.0,9,9,0,386.71,389.29,322.51
88,bc1p59ajv08pyqdlnlmzrdasdwgv226pptaafcxy5l4m6mc756seq9equjexay,64509872.98821,0.0,64509872.98821,0.0,100.0,1,0,1,49.75,49.75,49.75
89,bc1pm0max023zt3yc3t6tzgypcqjlpmwl4hsczvl302gxlhfd225vwcqw8je38,64506262.98339,15087170.357,49419092.62639,23.3887,76.6113,20,13,7,137.61,235.78,78.06
90,bc1p4hvgctyd0t492t42dn9uaygq79s4m653cgmnk7hq8hxlre5aj30sckc7yj,63074343.55899,10505300.17885,52569043.38014,16.6554,83.3446,107,68,39,99.32,547.23,1.47
91,bc1p9agwqmc3jfx7gvzpr5vm3m3yj9qa9pug7w0u25ymgxt64waavezqgev53z,62950359.985,62950359.985,0.0,100.0,0.0,18,18,0,825.9,841.51,657.66
92,bc1pqhp7vhhxqzyyy0zajvk3qagdpd8vqmjs9cl0fsuwy4g7506samlqwqrtpm,62286420.0,62286420.0,0.0,100.0,0.0,70,70,0,618.23,619.26,612.93
93,bc1prj0cy9r8zrskpwaanaw372h3hpfpwlzu59te6jgekcupqjkcpqxqk8e0q7,62104612.812,62104612.812,0.0,100.0,0.0,18,18,0,517.3,540.26,478.19
94,bc1p0ugzm4j3nqc6j88pmmhwvkk83q6jgyasewgehnzhd0ctqmr5ncesj5f3pz,61000000.0,36000000.0,25000000.0,59.0164,40.9836,20,12,8,222.33,609.23,19.72
95,bc1p4s96dehgjtkn0xhh0nl8luzvazvg9q7wm97dzvkgr93e7rgktxsscz4s8k,60506808.0,60506808.0,0.0,100.0,0.0,1,1,0,841.78,841.78,841.78
96,bc1pv63rg7c0a3g5rnanc68me9vurlfflj5evea4xndp4cq5mtvyuj2sjp88p3,60506808.0,60506808.0,0.0,100.0,0.0,1,1,0,841.78,841.78,841.78
97,bc1pjgefzpyegmsd6ayjt39enf4c4hzjruznldlf635dp0qh0yvke08sx0jtdf,60423584.08634,60423584.08634,0.0,100.0,0.0,39,39,0,760.78,841.78,680.02
98,bc1p2m29txpxfuu4fa9zl2z08t34ehlkydfam7zg9szsc68f3nat22ts6eec7t,59998192.35,59998192.35,0.0,100.0,0.0,1,1,0,172.21,172.21,172.21
99,bc1pvg264xt4rmyadylnx0ms69md7t5wwqw5e09nz2n4ze8qeusuzrnqtrkhua,59950779.02995,59950779.02995,0.0,100.0,0.0,5,5,0,382.94,385.44,382.74
100,bc1p2j8w70daavaupna4p2y447qefe44lemq7rdtl5k45rexwxsn7lkqlr595f,59176226.0,58727196.0,449030.0,99.2412,0.7588,67,66,1,810.82,841.79,3.7
101,bc1pfhtslxrkwxy5vx6lxacwykftadw32vj8czfmd6jrn5hc68cvm5vs8hejlf,58192407.46542,20607124.53642,37585282.929,35.4121,64.5879,15,11,4,224.73,590.77,106.48
102,bc1p664nxcaxrjcuf4u8ykj3shtucqn7rds40ty4wnwlxguwhswau8gsqx3kuq,56471416.012,56471416.012,0.0,100.0,0.0,1,1,0,393.96,393.96,393.96
103,bc1pqpxedmu9uqp3402jrsjsxsqdju42vzarl80muer7rey2wk9hvexsnathz5,55983007.27717,37414336.66596,18568670.61121,66.8316,33.1684,28,20,8,307.45,605.8,40.04
104,bc1pg9tx4mvzgx8xn94arszj35hm6ayh6agc4azru5gvxplhr3ea49gsxaw9z0,55659789.86545,55659789.86545,0.0,100.0,0.0,64,64,0,440.8,615.98,256.71
105,bc1pylxx84thah9f0rrzp982qzfsmfuluzynj5nd2kx7cf3qzvuampdsnxud9e,55167972.0,55167972.0,0.0,100.0,0.0,1,1,0,841.79,841.79,841.79
106,bc1p6cc9lwqwe8zmdgc3xd0u078ae4ms3pt5wr8zmj9mvm2ce0f869esfsmjz9,54841923.99,54841923.99,0.0,100.0,0.0,1,1,0,360.92,360.92,360.92
107,bc1psl5jdshp9pp63gpwhu403n3z8tpnsykqk48w5fllcp2gdk8uxauqwwj8ay,53814971.29814,42019553.79629,11795417.50185,78.0815,21.9185,135,133,2,562.95,841.78,109.02
108,bc1phukkmsz82ejutagmqdrwjhdy36mp42gx25dt8wwzc3rl5cqe9q9sr8zlrk,53233168.29561,53233168.29561,0.0,100.0,0.0,21,21,0,479.31,574.48,417.22
109,bc1pkzjr6nppn8w2phqlgacehrupf0ntx535pj9psw34sm6f6avrqwaq68l3rw,51608748.0,51608748.0,0.0,100.0,0.0,58,58,0,524.41,613.95,504.16
110,bc1psa54ttrfftn946z3k0e35s2jv09e8q73a3738auszzz85stdpztqxjf3yc,50386513.85869,50386513.85869,0.0,100.0,0.0,33,33,0,495.83,635.31,236.59
111,bc1pxtr87levzv36le224h52zzzucuyherv8rxp34h8pjyzz7qtwhncqek3tjm,50260094.00709,0.0,50260094.00709,0.0,100.0,1,0,1,12.25,12.25,12.25
112,bc1p07j0enwygqxx8a2u9u9ggsghyfu8e6m5yxyyukju3xu30a2jrwzs2nxw4j,50016508.0,50016508.0,0.0,100.0,0.0,12,12,0,669.43,725.0,570.94
113,bc1p034zw0yz2p578l7fuzzh82u4pjjmcekj2mnsjljtxu8wylrua35qqh42fd,50016000.0,50016000.0,0.0,100.0,0.0,11,11,0,698.98,725.07,594.91
114,bc1pal6uc3uf5svus7y32ly0d36c5ufwvy8pg94ftk7mvrdtpj08dz0qvzskzd,50005952.0,50005952.0,0.0,100.0,0.0,3,3,0,725.13,768.35,724.97
115,bc1p8s06mudvq5u2nrf0zt8j6454wx5vfk2plsgxazulyqrhqp6ljmqs4cacth,50005952.0,50005952.0,0.0,100.0,0.0,5,5,0,725.04,768.33,724.96
116,bc1pw2snnrgntfusgaf0up0wwm082a8q9g8lvzrrp9vvk42qt5xlga2q7f7ms0,50001001.0,50001001.0,0.0,100.0,0.0,8,8,0,694.18,725.07,570.93
117,bc1pcem64hq59f2k60dm5y063nemhdaun9y9zwq9ljaly20ay3pca8tq4cet8t,50000000.0,40000000.0,10000000.0,80.0,20.0,5,4,1,194.59,209.65,153.91
118,bc1ptj6t2y7ecw5x88pthjt03g9lhxzpas4tqpapetjvqj7j2kjpmy7sj6uu3l,50000000.0,50000000.0,0.0,100.0,0.0,7,7,0,520.75,802.1,505.07
119,bc1p4ql7duvh9rc0qv9v3he4v8dhwwx0cjnszj3w4xw3e7qvh6w3l62q9tgxrd,50000000.0,13330582.0,36669418.0,26.6612,73.3388,42,39,3,223.2,841.68,13.53
120,bc1pjkj6sw0nvst5t75lhywy4qexrwga53fzj58w630y4accvye90llqxda0ct,50000000.0,35000000.0,15000000.0,70.0,30.0,8,1,7,480.3,658.28,34.19
121,bc1pk7x9aatkzr289266fdpmvm3aw46qncv8u4p0u8lf63lcr9zww80sge0dhw,49932873.47692,49932873.47692,0.0,100.0,0.0,20,20,0,377.97,379.88,376.59
122,bc1pdypxdx4eh8kv04js9uqdxeltp5tqduxqpelu3cnwjxd4qcrtvucqhhre54,49387891.70584,46578506.91234,2809384.7935,94.3116,5.6884,146,138,8,497.24,611.77,28.37
123,bc1p0vrq3r9pn9ve8qaurm8qzt2cyd0fkwdya04agp2cej8ymakpwyusv2yysm,49329520.649,49329520.649,0.0,100.0,0.0,10,10,0,284.36,841.77,207.39
124,bc1pa9jyzrtg0fexzvd3zwnfqt2n283dur94d0juakjw67tpxusqz7wspq5qaf,49313069.53773,141.0,49312928.53773,0.0003,99.9997,2,1,1,140.66,448.62,140.66
125,bc1pgmtyu3j0yqx2njzwh06zwghuq9a4ahj6y9vxsasydgqgq2esa32quh8yj5,47629201.97759,47629201.97759,0.0,100.0,0.0,30,30,0,578.41,585.3,570.34
126,bc1puhu9jmmzph9kkpuu4t7hyygvmz85wmp5609rg3xzx0fyr3q2t5ns56848d,47351736.68525,22373780.49366,24977956.19159,47.2502,52.7498,191,126,65,196.74,642.3,2.73
127,bc1pr3uyagycwapk6k3vlvxsfhwsdcc4ah6rmnzl8e2c7rzgphnpq74qcz6e5s,47285978.01225,47285978.01225,0.0,100.0,0.0,7,7,0,162.12,162.31,157.73
128,bc1pm5ldarnw5slzsqvgw9m655jqeelczcn8jwfjre9x489xadzyxylq2nx47k,47073450.53086,32000000.43508,15073450.09578,67.9789,32.0211,61,46,15,308.72,604.13,7.35
129,bc1pvyntmuvj2yxdnc94uszf3t7rsd5pzz8wlvg5nuzw7g267u68emcq0u4mm9,46269912.0,46269912.0,0.0,100.0,0.0,1,1,0,806.1,806.1,806.1
130,bc1psand6lwanp8mmq5xslcvdzhkdnk7c6p347vlxzd5a2gwd0942c4qcq0srs,46229510.12049,46229510.12049,0.0,100.0,0.0,1,1,0,251.22,251.22,251.22
131,bc1pmp2t9afsqdx544r6f6nzr4e6rk8qrnzl23lmatmxqkk9le09atkqma4asf,46003742.57,46003742.57,0.0,100.0,0.0,10,10,0,791.51,841.79,772.56
132,bc1pqdcu0fsy6cssgckgym6gdt4x30ltxu8ey9rkp3ak28vf0smfvurs6g4xta,45269912.0,45269912.0,0.0,100.0,0.0,1,1,0,791.26,791.26,791.26
133,bc1pccjc8x533dj0hsgxn3w7fxhcemz5ss88u6y9czu7zwgfqtwv3x4q7xcsms,44702584.74053,26122584.74053,18580000.0,58.4364,41.5636,17,12,5,216.65,353.49,4.22
134,bc1p5c6q2reap76zdeap3jgswf86p6zf7y56f2uykcz5c9adxkpzuvasmjykln,44307041.92532,44307041.92532,0.0,100.0,0.0,35,35,0,332.41,841.78,210.61
135,bc1pc4c2lh2fcs02tru8cv5ndtpkx5784kg82v84erjdyw0hhh42aw3q6hh4hm,44218244.38199,44218244.38199,0.0,100.0,0.0,94,94,0,657.18,678.91,638.51
136,bc1pjmhwtcvtlghh6qq28xau7lyx7n02czexya5mz7r9x4j9x3x8hdzsq9a955,44042934.3331,43144256.12561,898678.20749,97.9595,2.0405,89,86,3,208.67,569.99,108.37
137,bc1pvrlj02xwllzu5gdttc9a4pk3k337tn8jhxf3lrjnve8rzry7n88qx7gvfu,43640727.35468,43640727.35468,0.0,100.0,0.0,21,21,0,438.95,841.78,284.85
138,bc1pnwxkvugvhtlxpnkcm2qe95jjakhxd443mpcdxnsl9a5kjthvukysmtg3cf,43364391.44647,43364391.44647,0.0,100.0,0.0,35,35,0,418.38,468.29,411.99
139,bc1p4ymf065ttmp68shaw0ymhftccqyvqmtddvc02h9d7fgd74cwl98qr8eknq,42927581.30389,42927581.30389,0.0,100.0,0.0,11,11,0,763.97,841.78,563.4
