lapide,address,dog,utxo_count,posicao_residencial,airdrop,assinou,direito,x_m,z_m
L05470,bc1puth6f0sj6pampymgrpgl4xw0ygvqsewttj2w5xuw8w5hl5hk0s8qjgunyz,100.0,1,72042,0,0,licença paga + mint do deed = lote no anel de expansão,-6788.6,-2031.47
L05471,bc1psdlg9xuusjxw2gm9rdd3l5junhewt47hka2myrhjepuru0lvss0sdqdy05,100.0,1,72043,0,0,licença paga + mint do deed = lote no anel de expansão,-6788.14,-2032.9
L05472,bc1phrj0jk2qcsp5paeqeunyp50wx8pt9fjnwsmfj56e94fypmzx9glsrcq8fd,100.0,1,72044,0,0,licença paga + mint do deed = lote no anel de expansão,-6787.67,-2034.32
L05473,bc1p3r4sfyfsvlr0et8nd0p0vjwvsffyd2psadfkv23g28znxmqg59cs908pj0,100.0,1,72045,0,0,licença paga + mint do deed = lote no anel de expansão,-6787.21,-2035.75
L05474,bc1pnts5fadlavp7v5w3myhuxg5w6rwu27x08ukrf6558ukxgjz7d87qfekkrj,100.0,1,72046,0,0,licença paga + mint do deed = lote no anel de expansão,-6786.74,-2037.18
L05475,bc1p84z3nrfjs7lp4ppycujvfmdjut9hgy9tsjf2fkxyx5gskd3sxr3q6reuxt,100.0,1,72047,0,0,licença paga + mint do deed = lote no anel de expansão,-6786.28,-2038.6
L05476,bc1prjhtevjpqep9kqca07tmyydhk86a7890dqvlgxedln0dtrnywh2sugvknv,100.0,1,72048,0,0,licença paga + mint do deed = lote no anel de expansão,-6785.82,-2040.03
L05477,bc1p2nhjsh23kgg6q6urlpm8a64hj9q23chak8emel9hgnwqcmxx75aspr2zx6,100.0,1,72049,0,0,licença paga + mint do deed = lote no anel de expansão,-6785.35,-2041.46
L05478,bc1pfazarpr37h4v6lwf3yyhzjszz5xqm8r5fc3mupfdfdc59f2jt9wsqmy2h7,100.0,1,72050,0,0,licença paga + mint do deed = lote no anel de expansão,-6784.89,-2042.88
L05479,bc1pckh7f47kfsevxuk7ptncg9p0mdh4cymytzskkhq9rmfcyfj7nvcqsf4exr,100.0,1,72051,0,0,licença paga + mint do deed = lote no anel de expansão,-6784.43,-2044.31
L05480,bc1pj3wk86qfza62k4zeuzcfxvve9swdyhg6au8u2v5w93glf63enxdq5zrpj9,100.0,1,72052,0,0,licença paga + mint do deed = lote no anel de expansão,-6783.96,-2045.74
L05481,bc1p8cgq028wkud3dt6us765ux6dvnqq3jmp75hyw9fdjdlqkhtt72gsy4wth4,100.0,1,72053,0,0,licença paga + mint do deed = lote no anel de expansão,-6783.5,-2047.16
L05482,bc1pvm2kl9d0xrq5c5zv7knhe57gczrpuyk62a9nc45rjetezakvtl3shhdf5s,100.0,1,72054,0,0,licença paga + mint do deed = lote no anel de expansão,-6783.04,-2048.59
L05483,bc1p9yuyw47m6rgnkh4rmqrsp2wyhxtg4t009m82j97ywjnal9tr9hzqyalavs,100.0,1,72055,0,0,licença paga + mint do deed = lote no anel de expansão,-6782.57,-2050.02
L05484,bc1ps72ztmr3r2mqzcrfu44r89xsah99shtt4j5fexy33x6z3k7zquqqzq9ac3,100.0,1,72056,0,0,licença paga + mint do deed = lote no anel de expansão,-6782.11,-2051.44
L05485,bc1pc25e45ftj630nrdh0c8uvlh4ttxuwjckurhx29wuup57masagmvssqlg7p,100.0,1,72057,0,0,licença paga + mint do deed = lote no anel de expansão,-6781.65,-2052.87
L05486,bc1p8h355vev5n6w98nlhj54nx5ypj362jypjghrhasggd6lnlng4ujqg3568c,100.0,1,72058,0,0,licença paga + mint do deed = lote no anel de expansão,-6781.18,-2054.3
L05487,bc1p9msl5njfj25g2y6cvvzpmu2hqmmm7xxts9e3rvrmdr9t92j9s25q04dxg4,100.0,1,72059,0,0,licença paga + mint do deed = lote no anel de expansão,-6780.72,-2055.72
L05488,bc1pmxvvhellafjucjgvdqqmnhpskudacyqcnw3jkfrvxaa69mnc489q3nnv77,100.0,1,72060,0,0,licença paga + mint do deed = lote no anel de expansão,-6780.26,-2057.15
L05489,bc1p2m9cshdysx52z894aq7znvpykr3rnj8u2des9lx8w7wvfqd3y25syqyxpd,100.0,1,72061,0,0,licença paga + mint do deed = lote no anel de expansão,-6779.79,-2058.57
L05490,bc1p36c7psee9wt5ssdtvu86asxkry72jf024ms47v34cysaum9nzdcs3qkahg,100.0,1,72062,0,0,licença paga + mint do deed = lote no anel de expansão,-6779.33,-2060.0
L05491,bc1pwwzntlahwlywzggf62nw3ftqjsz6z89492eww2swyr27dzw224mqlte5v5,100.0,1,72063,0,0,licença paga + mint do deed = lote no anel de expansão,-6778.86,-2061.43
L05492,bc1pm2chy5a9j2tupslnf5el6smmuyn7kr2vm26tfqc04krz5v9eyupssllakj,100.0,1,72064,0,0,licença paga + mint do deed = lote no anel de expansão,-6778.4,-2062.85
L05493,bc1ppkrp35xra3trr27magdzsaur9nna78a52end33096ds5qfkfp6tsupzdfv,100.0,1,72065,0,0,licença paga + mint do deed = lote no anel de expansão,-6777.94,-2064.28
L05494,bc1pv5d9dekn0g2rsg09lhc5a7rdnkxw9fdzq6g7ylcuez9dpj7ad7esqf5vql,100.0,1,72066,0,0,licença paga + mint do deed = lote no anel de expansão,-6777.47,-2065.71
L05495,bc1p6utygyuea56hlnmgt4ten86qxf65zha9duf6r2jmj48mqd0v5zhqgvejza,100.0,1,72067,0,0,licença paga + mint do deed = lote no anel de expansão,-6777.01,-2067.13
L05496,bc1p4702etj9znf8dfq0wk4w7p6u5ggnqtt4cuadk23fnwvw87ejnqysgjy0c4,100.0,1,72068,0,0,licença paga + mint do deed = lote no anel de expansão,-6776.55,-2068.56
L05497,bc1pzl8uzyupfdr5gu07359hhtjv8mprd9c6wqzqea4jx9lyc05e32rq4ucys9,100.0,1,72069,0,0,licença paga + mint do deed = lote no anel de expansão,-6776.08,-2069.99
L05498,bc1p9yftvwp8guz7xk59r7dmc7rjpadjfe3as8vgydyca9v936z65vpq7ecwct,100.0,1,72070,0,0,licença paga + mint do deed = lote no anel de expansão,-6775.62,-2071.41
L05499,bc1psfnx9zk5z23plc7e2n3u80a2myg5hmmuap0dcwekvv0tj5qet50s5l99v0,100.0,1,72071,0,0,licença paga + mint do deed = lote no anel de expansão,-6775.16,-2072.84
L05500,bc1pr6rpjqtz50djhrhckckq53lsedknysslv9ks38rnsgau839xx7wqe2tevd,100.0,1,72072,0,0,licença paga + mint do deed = lote no anel de expansão,-6774.69,-2074.27
L05501,bc1pjrflv7gq3zu4pxvd6ny86gxg6rpfdlvdxexwvm4f5v798ghttgrs49k9qq,100.0,1,72073,0,0,licença paga + mint do deed = lote no anel de expansão,-6774.23,-2075.69
L05502,bc1pav5xxxr6hhdcmk3q4300fkwf490jxnsltueu8mxk2rctwlqml0qskyatkd,100.0,1,72074,0,0,licença paga + mint do deed = lote no anel de expansão,-6773.77,-2077.12
L05503,bc1p4hhw0yfgxff5fxgnhwc34qyurwaeagkcetr5d5gqx5fzmk6hwedq9excc2,100.0,1,72075,0,0,licença paga + mint do deed = lote no anel de expansão,-6773.3,-2078.55
L05504,bc1pld36uta4gk68lspww794t8uffxr6epdvzwr43s7j4lkufw50tj4qkulzhf,100.0,1,72076,0,0,licença paga + mint do deed = lote no anel de expansão,-6772.84,-2079.97
L05505,bc1pvrzghj8386kvukx292aksmshvzdgenpfaszu6yjqx9x49u79kvksdu7qh2,100.0,1,72077,0,0,licença paga + mint do deed = lote no anel de expansão,-6772.38,-2081.4
L05506,bc1pmkcdf4wnhn5zzequfau6k57f6nrfcu58w0na84cmekztduc3grlqnfgtgu,100.0,1,72078,0,0,licença paga + mint do deed = lote no anel de expansão,-6771.91,-2082.83
L05507,bc1pwhra2dpa7ed8rppc39mdknl07ephzgrd6q856v0f3t6k3x485nzqv9nmpn,100.0,1,72079,0,0,licença paga + mint do deed = lote no anel de expansão,-6771.45,-2084.25
L05508,bc1pruzjps7hfn5u3msdw4khwj0wdtm2axwe7u9zelk6l7ppgvrjytmqdutxds,100.0,1,72080,0,0,licença paga + mint do deed = lote no anel de expansão,-6770.99,-2085.68
L05509,bc1p24exute6d89zr5k6wqgnnv7sfay6zcwsclhjtuc2pgl7m4slv8fqwpmvja,100.0,1,72081,0,0,licença paga + mint do deed = lote no anel de expansão,-6770.52,-2087.11
L05510,bc1psmxsvfnqsznzqhd9cys3n7md296lcamja3yualhx7ue7q74nvwzq8zzlf7,100.0,1,72082,0,0,licença paga + mint do deed = lote no anel de expansão,-6770.06,-2088.53
L05511,bc1pvmygs4hgq6j6g0583pxx8q53vxhe6urqwpr5j45qs2w22mp00uzqgj95pn,100.0,1,72083,0,0,licença paga + mint do deed = lote no anel de expansão,-6769.59,-2089.96
L05512,bc1ph23rzlzjlwd632n8cgu2y5f68qmy067xwtmzfwc2rvrh5dstt0aqn9vj9a,100.0,1,72084,0,0,licença paga + mint do deed = lote no anel de expansão,-6769.13,-2091.39
L05513,bc1pu3w34gxl49n5j5nfu2w8dz3jalkvk2x8dapxsu8js5j9yfgmp7nszp3rwr,100.0,1,72085,0,0,licença paga + mint do deed = lote no anel de expansão,-6768.67,-2092.81
L05514,bc1p0t8kk8wcz8gnurefcv9542t8gg20rp74az2fcz0y6dr2ys7tckuqncrp0q,100.0,1,72086,0,0,licença paga + mint do deed = lote no anel de expansão,-6768.2,-2094.24
L05515,bc1pjjwutx0jdqkcv0ua882dxxvp2g06fgrtwafx6q6ck60fmxjfmets63l6zf,100.0,1,72087,0,0,licença paga + mint do deed = lote no anel de expansão,-6767.74,-2095.67
L05516,bc1pcfu5rvvpa2n7nl68u4dlu5u5dhs2wfzrhyvrny0ak8pnsmfqq9cs3ysngv,100.0,1,72088,0,0,licença paga + mint do deed = lote no anel de expansão,-6767.28,-2097.09
L05517,bc1p8dn3cdfx9vc42lf5arllmvn8lkcav9dl7twqf4405kllexamznesl2v4jh,100.0,1,72089,0,0,licença paga + mint do deed = lote no anel de expansão,-6766.81,-2098.52
L05518,bc1p5jwhuld4j9jx4exdap207tna22meycx750kypfrgyrscra2p53uqcyfpx5,100.0,1,72090,0,0,licença paga + mint do deed = lote no anel de expansão,-6766.35,-2099.95
L05519,bc1pcq50hs9jqfngfhh7c6pa9s2p6frqkkvf9nehfenv28z0psmuf69q0a8r6e,100.0,1,72091,0,0,licença paga + mint do deed = lote no anel de expansão,-6765.89,-2101.37
L05520,bc1pjavhk645m3vv2q6turmy380fk5w5pc6zsgm06vj52gaq7srwd9nq57jqk4,100.0,1,72092,0,0,licença paga + mint do deed = lote no anel de expansão,-6765.42,-2102.8
L05521,bc1p0n22uzyrvre4wug9kqy70hxcs526z58d2d47q5gz0rpdtfushn6stsz3yu,100.0,1,72093,0,0,licença paga + mint do deed = lote no anel de expansão,-6764.96,-2104.23
L05522,bc1phl4t8jemxs4aqft5z9pjc22c0qxj7m4wdfq7fhf4u8lah7lwwh2qk3llp5,100.0,1,72094,0,0,licença paga + mint do deed = lote no anel de expansão,-6764.5,-2105.65
L05523,bc1pgumapj2sc3cnxlykyugsl4jvxjmf6ye5veu6m9xwss0l53mwak9szf77uq,100.0,1,72095,0,0,licença paga + mint do deed = lote no anel de expansão,-6764.03,-2107.08
L05524,bc1p8tt04zc52hgnjnfcmnsl68q4rfqfdz2l94rxnulpv9p8qercm53qtswqd2,100.0,1,72096,0,0,licença paga + mint do deed = lote no anel de expansão,-6763.57,-2108.51
L05525,bc1pv3r34qn0nn3xru4ys8j7wy4y300w49rcvm8g9uz89vqatlche50sf9erh3,100.0,1,72097,0,0,licença paga + mint do deed = lote no anel de expansão,-6763.11,-2109.93
L05526,bc1pu26vmmrxex9wnan8wexnhwxzz8cccaud82apcwrg4jzypgustdqsmj80qh,100.0,1,72098,0,0,licença paga + mint do deed = lote no anel de expansão,-6762.64,-2111.36
L05527,bc1pgr98uqchn3vrw3d5fhrzalhrggdph69t75lzysg8hjper5zg84ls4q6cdp,100.0,1,72099,0,0,licença paga + mint do deed = lote no anel de expansão,-6762.18,-2112.79
L05528,bc1pc4nw36yezazlnykzvue8g3gl83n20spurr57um7q2ynvq0pqacfsnxkdyn,100.0,1,72100,0,0,licença paga + mint do deed = lote no anel de expansão,-6761.71,-2114.21
L05529,bc1psa2tpasl4ehvmgdn9axtdc8xu48amj6984m03z35ftphpdju2fvq8wh49r,100.0,1,72101,0,0,licença paga + mint do deed = lote no anel de expansão,-6761.25,-2115.64
L05530,bc1pn3z07s50hufzyhmk6nqqggh0a3vsdarzn8reu37yrryf07ly8avq965uy3,100.0,1,72102,0,0,licença paga + mint do deed = lote no anel de expansão,-6760.79,-2117.06
L05531,bc1pc3sun4kt7uh3zgpltp6s39arvmg67c7g73cyvhuda7a7aq5u37xqv7pmxl,100.0,1,72103,0,0,licença paga + mint do deed = lote no anel de expansão,-6760.32,-2118.49
L05532,bc1p8c8g465t86ymtuqmps9epa73lw5lphcwss4prgg64w8xnhnl7x0q0zm9w8,100.0,1,72104,0,0,licença paga + mint do deed = lote no anel de expansão,-6759.86,-2119.92
L05533,bc1p4yfczaazfcw5m0j8mwld6szs9tvqusfzr7varrlxclgk3c7zwwpq2qy55u,100.0,1,72105,0,0,licença paga + mint do deed = lote no anel de expansão,-6759.4,-2121.34
L05534,bc1pm3laxd3zx67zn0sm9znq9q48436d6rqnrt4ptzn4aer53tnvg93qy45t0l,100.0,1,72106,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.93,-2122.77
L05535,bc1ptlldm6wg77882qgjswnuz4tz4y9fyp3mwhtjs4g6x943tt4qkmesyd8d7l,100.0,1,72107,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.47,-2124.2
L05536,bc1p9a4ktu3ec7xve6uvygthrqswj822dfhvqwm4p6ahphu375aejgsspxgclm,100.0,1,72108,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.01,-2125.62
L05537,bc1pz9y847zp3n4llzvvmtmyfpqd6duap7nkylfqnl3cs6dndculkn3qp80mv0,100.0,1,72109,0,0,licença paga + mint do deed = lote no anel de expansão,-6757.54,-2127.05
L05538,bc1p83q763myugw6vcaatp3hlxtucd5wzhw53kkx203tjcdkjxmvrlasqqlmzy,100.0,1,72110,0,0,licença paga + mint do deed = lote no anel de expansão,-6757.08,-2128.48
L05539,bc1puae90f2yh3vywtmsm3pwyz6dy2vfhhn6zr2w5h26sna440s53nms43xh68,100.0,1,72111,0,0,licença paga + mint do deed = lote no anel de expansão,-6756.62,-2129.9
L05540,bc1pjld4rxjlvjrymd8qeyj59gpkhlj6wq66c2gh8tdtnc82hsd48s8s9pta5v,100.0,1,72112,0,0,licença paga + mint do deed = lote no anel de expansão,-6756.15,-2131.33
L05541,bc1p2m7mp5e8cuylpg7d50rt73xktnrra2pufyet7zuhfhl5s39yz75qlhnnml,100.0,1,72113,0,0,licença paga + mint do deed = lote no anel de expansão,-6755.69,-2132.76
L05542,bc1putxwhhmhtqt9334ht7pxa8x36cycm4mdj796xkcgpk8nwzmdy25sg27ycx,100.0,1,72114,0,0,licença paga + mint do deed = lote no anel de expansão,-6755.23,-2134.18
L05543,bc1py3yfstn6h6asc0z69vl94ulzsjqepgssy6a56e9yfxtvcx5jhrrs7vukuv,100.0,1,72115,0,0,licença paga + mint do deed = lote no anel de expansão,-6754.76,-2135.61
L05544,bc1p2qy3rzjwc0vt20m9p77rvf4h3ge6my9nw5v9xsf68v6m5ch824lqd3y6k3,100.0,1,72116,0,0,licença paga + mint do deed = lote no anel de expansão,-6754.3,-2137.04
L05545,bc1pv303f60k6mtrfpkul9tzms26tnjkh4vqw8qqm9y5dwxft96wet4q708h74,100.0,1,72117,0,0,licença paga + mint do deed = lote no anel de expansão,-6753.83,-2138.46
L05546,bc1p3fknax55r5ldvle9lg07uz9hfnk9j6adzn50junu0ym3eu6h0ezqvljqga,100.0,1,72118,0,0,licença paga + mint do deed = lote no anel de expansão,-6753.37,-2139.89
L05547,bc1prt9qmks5dccc70ydntrmxdyt8gw29ejyaj6wr78c8nk4dtf879ps72w9j4,100.0,1,72119,0,0,licença paga + mint do deed = lote no anel de expansão,-6752.91,-2141.32
L05548,bc1p7hay0z0ehm2ffcngzteex5tyhh9jd0e2vl3n2u3h3pdwq2xy49lsr7he6k,100.0,1,72120,0,0,licença paga + mint do deed = lote no anel de expansão,-6752.44,-2142.74
L05549,bc1pk7kdu7r2u9yffz90n229yym7sfvd9dcnlvz7jp58l0tjeucxz4ksqrvanc,100.0,1,72121,0,0,licença paga + mint do deed = lote no anel de expansão,-6751.98,-2144.17
L05550,bc1pnenz2e8v9y7a5z8d74sjkasvnfzx4yzpk9dm39h78pjp2cfkscpqym88l3,100.0,1,72122,0,0,licença paga + mint do deed = lote no anel de expansão,-6751.52,-2145.6
L05551,bc1pwfkkrepghxjn2xfafu7pvgr09vxcetgv4hm3u5jxykcg465f0h7s4fsx5f,100.0,1,72123,0,0,licença paga + mint do deed = lote no anel de expansão,-6751.05,-2147.02
L05552,bc1p3qqhd4v3fgmxxnhukx5uktwnq490pqz4vgzlh8k3t0dqkapw8mlqrx2zr9,100.0,1,72124,0,0,licença paga + mint do deed = lote no anel de expansão,-6750.59,-2148.45
L05553,bc1pd6cm0t9k2yej8ye57zp0gen93cu6nd5reezycqvvw83u3uavhxyqstwqxj,100.0,1,72125,0,0,licença paga + mint do deed = lote no anel de expansão,-6750.13,-2149.88
L05554,bc1p558p5mhhcyzdq7ww5kyekugfk5zh3l2t9keh7t9e9znpy7yrz2pq9eadjc,100.0,1,72126,0,0,licença paga + mint do deed = lote no anel de expansão,-6749.66,-2151.3
L05555,bc1p534u5lnau25aqanfz834797zx6lm2p7swhxp45nmcdhms2jfzcystndl4t,100.0,1,72127,0,0,licença paga + mint do deed = lote no anel de expansão,-6749.2,-2152.73
L05556,bc1p9cewyvpgawg0vfqte87gy86jwxx37pzyscpz3qnrvpsyxch0378q3g6uk7,100.0,1,72128,0,0,licença paga + mint do deed = lote no anel de expansão,-6748.74,-2154.16
L05557,bc1pju8md59zng590cf7wt0ma97n5y9mqchpaxaxwlqztu2p74nft9tsd5sxpu,100.0,1,72129,0,0,licença paga + mint do deed = lote no anel de expansão,-6748.27,-2155.58
L05558,bc1pnu0kcutmrrpnfmqsql43edec02wr5mtxphp4a0d0kg4tcgcy5tlsf4lwhg,100.0,1,72130,0,0,licença paga + mint do deed = lote no anel de expansão,-6747.81,-2157.01
L05559,bc1pprr5nqg7sjc2ntjklpy7na2yllsjs66n3rh9zz29f6ugaap4u40sv704ls,100.0,1,72131,0,0,licença paga + mint do deed = lote no anel de expansão,-6747.35,-2158.44
L05560,bc1pukc3nlmukt347u0sjcyv7j0pf666gvdgn06ga654jjz7dtrshngq63zu9w,100.0,1,72132,0,0,licença paga + mint do deed = lote no anel de expansão,-6746.88,-2159.86
L05561,bc1pkqz0ph4yec6e2585pkqq8rjplqdw4y0rl3sjwct7qug4p3gyalfqx58k97,100.0,1,72133,0,0,licença paga + mint do deed = lote no anel de expansão,-6746.42,-2161.29
L05562,bc1pp6ve9cvepkcza8mx5ku0skesd20nfkxmq5gwrfnkavdn7lmhqgfs5a96n7,100.0,1,72134,0,0,licença paga + mint do deed = lote no anel de expansão,-6745.95,-2162.72
L05563,bc1p52qxux5hstuwr2d6qk3y0qtlpzm8pyuenrn4fw5r5gf6uu6xaksqmht6zw,100.0,1,72135,0,0,licença paga + mint do deed = lote no anel de expansão,-6745.49,-2164.14
L05564,bc1pfrnmpv6t30v43v66d373rqglv0lys0e5qpp3uarfzd8r93aypt0qga5yu4,100.0,1,72136,0,0,licença paga + mint do deed = lote no anel de expansão,-6745.03,-2165.57
L05565,bc1pkp38kr5rhj82jch58alhshz4n0sp9nazx6vsg9f069yujvglktrs7msuls,100.0,1,72137,0,0,licença paga + mint do deed = lote no anel de expansão,-6744.56,-2167.0
L05566,bc1p6nr9ldjnfjwz4mdqfvc0jd4dzxxa4p30gg0l0j7eav6w3khx846sxa8h9r,100.0,1,72138,0,0,licença paga + mint do deed = lote no anel de expansão,-6744.1,-2168.42
L05567,bc1ppv5c6tn9ctyc6tjkmzxrqq3z03ve2gnjm6yuu9ad302qhzls6mcs89973v,100.0,1,72139,0,0,licença paga + mint do deed = lote no anel de expansão,-6743.64,-2169.85
L05568,bc1pqppjzmhe3he3jlms3rvmc6stkmtgwx25jc2d0z5t4hz7tltdws6qh0qnmn,100.0,1,72140,0,0,licença paga + mint do deed = lote no anel de expansão,-6743.17,-2171.27
L05569,bc1pjlue0kgh7ujkaqlzvk0jk9nva7zga4fuqqf0d8x5gz2tt3dhw5hqxkptt9,100.0,1,72141,0,0,licença paga + mint do deed = lote no anel de expansão,-6742.71,-2172.7
L05570,bc1pg8kfwrw2cqpjgcwper9zwu6fs702g49k379lralvv0qx3w5nejsqaslnc0,100.0,1,72142,0,0,licença paga + mint do deed = lote no anel de expansão,-6742.25,-2174.13
L05571,bc1p2jnv0wfgpum3xy04txzl8eq7zvk9k8ns8hc2fmpna9z6lu6y8xfsfahc6m,100.0,1,72143,0,0,licença paga + mint do deed = lote no anel de expansão,-6741.78,-2175.55
L05572,bc1pj0ujdjrkz9ngyau29yksxsy8gx0dsunhgmepw0ty8qne583gmmqqc7and5,100.0,1,72144,0,0,licença paga + mint do deed = lote no anel de expansão,-6741.32,-2176.98
L05573,bc1p8c5s3zud8gaqd0rwkxmdw3ek0g04k2mcz72ky7t83505d4zk2sesv6tg5x,100.0,1,72145,0,0,licença paga + mint do deed = lote no anel de expansão,-6740.86,-2178.41
L05574,bc1pqd9qq2td2v0sp892j3axf93qhlfasgy78jq5q44j289rynlqezesmzjplh,100.0,1,72146,0,0,licença paga + mint do deed = lote no anel de expansão,-6740.39,-2179.83
L05575,bc1pm3tsg0jz627k04l6rj75yqk9rtephlyl60dcc2dyeg2pt96y7ges7q9ut4,100.0,1,72147,0,0,licença paga + mint do deed = lote no anel de expansão,-6739.93,-2181.26
L05576,bc1pn9wpm6gq6vk2ts7vdq6n2hpmtnmsc3algp8txyhuuvlrd5n697zqjlcaer,100.0,1,72148,0,0,licença paga + mint do deed = lote no anel de expansão,-6739.47,-2182.69
L05577,bc1pqshpex8hy5xq3uhpqa5vdhzdym2lu48f3ntksy96k390dqjr4dysgzjltu,100.0,1,72149,0,0,licença paga + mint do deed = lote no anel de expansão,-6739.0,-2184.11
L05578,bc1psrfapxwxhe967zrjysxrpj6zd4k7mmzqlxzerm0ceclsey70ks8s3ylkkd,100.0,1,72150,0,0,licença paga + mint do deed = lote no anel de expansão,-6738.54,-2185.54
L05579,bc1pfwsrrr9de6jks8lyjwzzpz32v8d7p008mxchry4cuvhc9atths5sf7j9k4,100.0,1,72151,0,0,licença paga + mint do deed = lote no anel de expansão,-6738.07,-2186.97
L05580,bc1pcfteud90yvapgcmf42yg2gxk02pwymchk3gpxks8g796kk85e0gqcrx8zj,100.0,1,72152,0,0,licença paga + mint do deed = lote no anel de expansão,-6737.61,-2188.39
L05581,bc1pwyffc470glck9q8tj3p7v0rmfkv97nuuzradx3txnw2qtuu5d96qpern59,100.0,1,72153,0,0,licença paga + mint do deed = lote no anel de expansão,-6737.15,-2189.82
L05582,bc1p4rnphp6wjagndrw2r98xgj6fhxxrk98a8h66vy8yt9rry7n4x69qh4ke9t,100.0,1,72154,0,0,licença paga + mint do deed = lote no anel de expansão,-6736.68,-2191.25
L05583,bc1pywtsttduakdrq9frzrgmj8ra8gdp70678qgykdwuc3hersnq66ms7t99he,100.0,1,72155,0,0,licença paga + mint do deed = lote no anel de expansão,-6736.22,-2192.67
L05584,bc1pa2a6x85pmeyf7yzxsa2ze8g7cck0auspx6kwtg8qyn9ern4raatq0x9nv3,100.0,1,72156,0,0,licença paga + mint do deed = lote no anel de expansão,-6735.76,-2194.1
L05585,bc1pas7w4dfn4far53kj3pr8m2duyqyyp4rzvc9tad3se94vp702ksaqughssr,100.0,1,72157,0,0,licença paga + mint do deed = lote no anel de expansão,-6735.29,-2195.53
L05586,bc1pjdugt5an5m7dk4huclhyat5l2cd0hexfv5zkvxha6ec62p7vd7kqdyc9pa,100.0,1,72158,0,0,licença paga + mint do deed = lote no anel de expansão,-6734.83,-2196.95
L05587,bc1p6970cyn72jn59vgjm38jvu0uv4mhkgtyyd0hjnztg993asxh4jrsk0atqs,100.0,1,72159,0,0,licença paga + mint do deed = lote no anel de expansão,-6734.37,-2198.38
L05588,bc1p2852gjgjrez2g4nudg8l74jl4nnnr95kfhze2aef8amz2jlpjs3qdxemzw,100.0,1,72160,0,0,licença paga + mint do deed = lote no anel de expansão,-6733.9,-2199.81
L05589,bc1pq6en4dj7wsexlfwl0p34q4c6a3xr260kqre75k6he4v8stf8dvqq76dx6q,100.0,1,72161,0,0,licença paga + mint do deed = lote no anel de expansão,-6733.44,-2201.23
L05590,bc1p055wezzg40q8ajy3qedvlggzew7pdteghkr6xfpn99jrdtlvvu5q4mmjh2,100.0,1,72162,0,0,licença paga + mint do deed = lote no anel de expansão,-6732.98,-2202.66
L05591,bc1pfzz4kfzue7tjqkgwemtnjj0z3knt2lj3u9hqmauey857qxveqjuq4n8n9e,100.0,1,72163,0,0,licença paga + mint do deed = lote no anel de expansão,-6732.51,-2204.09
L05592,bc1p89yg2a736jjgd08rt8e26yytcamezypy09umfp3v6x3jv5vs7ymqkekrj7,100.0,1,72164,0,0,licença paga + mint do deed = lote no anel de expansão,-6732.05,-2205.51
L05593,bc1plyap9jqvcjq8z79tx6arxwu9yyeeksy2talq00d7c26n09j4wtkql26h0x,100.0,1,72165,0,0,licença paga + mint do deed = lote no anel de expansão,-6731.59,-2206.94
L05594,bc1pr6fmtu6cxu9kkhzkxl5mcy57qf3l40tsle6a6xq96ekej5u5z2cs0f6wsu,100.0,1,72166,0,0,licença paga + mint do deed = lote no anel de expansão,-6731.12,-2208.37
L05595,bc1p2k0aynerekfc4hhnp5e3lzc4umwrz2dfe63x2q24ecqa3t72eypsleqpe8,100.0,1,72167,0,0,licença paga + mint do deed = lote no anel de expansão,-6730.66,-2209.79
L05596,bc1pmf0ylffljv89z32tcfq5x4l7xpz5lmmtsfj0grwxg88fwwufrefq8vwmah,100.0,1,72168,0,0,licença paga + mint do deed = lote no anel de expansão,-6730.19,-2211.22
L05597,bc1pgzmket7vdy5k8ff8fmppz3f3cuuv93mrpgx7dd0th7m5vuqmpx5qglxhky,100.0,1,72169,0,0,licença paga + mint do deed = lote no anel de expansão,-6729.73,-2212.65
L05598,bc1psxvfv4hk4lc3f0dl5p5rs3mxdv7kucp3wgmrrxk0dfaxu6dlc5lqvcup93,100.0,1,72170,0,0,licença paga + mint do deed = lote no anel de expansão,-6729.27,-2214.07
L05599,bc1pv6ltez2yh64awk4kftkakazdz73r0zvxf59t2hss8neu26z7mgrsgc9l8s,100.0,1,72171,0,0,licença paga + mint do deed = lote no anel de expansão,-6728.8,-2215.5
L05600,bc1pwnyf6lh93c3kcd07qkyxpnjkawv9ht28q4vuh9h04qthqy526tyshrvxdk,100.0,1,72175,0,0,licença paga + mint do deed = lote no anel de expansão,-6728.34,-2216.93
L05601,bc1peeys4e27ea96cj5uklkqhqxv6jdwm0ywyt50tlt40nudjn96erjsmqv5ek,100.0,1,72180,0,0,licença paga + mint do deed = lote no anel de expansão,-6727.88,-2218.35
L05602,bc1pgdq4lsrj6kg9pfvfqkmzxak86d80xhdjs52cz2na8nskwh4eaveqmrjahq,100.0,1,72183,0,0,licença paga + mint do deed = lote no anel de expansão,-6727.41,-2219.78
L05603,bc1pkd04e63he8z8f2f9jpq6q0car4mfzlwjn0tnwr0gp5hwmlxt0xeq7sx9sv,100.0,1,72184,0,0,licença paga + mint do deed = lote no anel de expansão,-6726.95,-2221.21
